claim,label,language,output,final_answer,correct,inconclusive
वीडियो में एक विशाल झरने का पानी शिवलिंग पर गिरता हुआ दिख रहा है. वीडियो को नेपाल स्थित पशुपति नाथ मंदिर का बताया गया है.,false,hi,अंतिम उत्तर: असत्य,,False,True
ইউ গভের বিচারে বিশ্বের সবথেকে সেরা ব্যক্তি নির্বাচিত হয়েছেন।,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵੀਡੀਓ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਇੱਕ ਮ੍ਰਿਤਕ ਸ਼ਖਸ ਅੰਤਿਮ ਸੰਸਕਾਰ ਤੋਂ ਪਹਿਲਾਂ ਜਿਉਂਦਾ ਹੋ ਗਿਆ।,half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
मध्य प्रदेश में हिंदू लड़की को चर्च में प्रेयर मीट में हिस्सा लेने पर जिंदा जलाया.,mostly false,hi,अंतिम उत्तर: असत्य,,False,True
"ব্যাঙ্গালোরের মসজিদ প্রধানমন্ত্রী নরেন্দ্র মোদীর নামে নামকরণ করা হলো,",mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
आईएएस की परीक्षा पास करने वाली 24 वर्षीय मुस्लिम लड़की की तस्वीर.,mostly false,hi,अंतिम उत्तर: सत्य,,False,True
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਤਸਵੀਰ ਵਿੱਚ ਦਿਖਾਈ ਦੇ ਰਹੀ ਕੁੜੀ ਨੂੰ ਵਰ ਦੀ ਲੋੜ ਹੈ ਜੋ ਕਨਾਡਾ ਜਾਣ ਦਾ ਖਰਚਾ ਚੁੱਕ ਸਕੇ।,false,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
अमेरिका की एक महिला ने एक साथ 17 हमशक्ल लड़कों को जन्म दिया है.,false,hi,अंतिम उत्तर: असत्य,,False,True
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਸਾਬਕਾ ਭਾਰਤੀ ਕ੍ਰਿਕਟਰ ਕਪਿਲ ਦੇਵ ਨੂੰ ਲੈ ਕੇ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਸਾਬਕਾ ਭਾਰਤੀ ਕ੍ਰਿਕਟਰ ਦਾ ਦਿਹਾਂਤ ਹੋ ਗਿਆ ਹੈ।,half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
প্রধানমন্ত্রী নরেন্দ্র মোদি শিল্পপতি 'আদানির স্ত্রী' কে নতমস্তক প্রণামকরছেন।,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা।,,False,True
रतन टाटांनी 18 वर्षीय तरुणाच्या जेनेरिक फार्मसी स्टार्ट-अपमध्ये 50 टक्के भागीदारी खरेदी केली.,false,mr,अंतिम उत्तर: सत्य,,False,True
ભારતીય સેનાએ ગલવાન નદી પરનો પુલ બનાવી લીધો જેને ચીન રોકવા માંગતું હતું,half true,gu,અંતિમ જવાબ: સત્ય,,False,True
"ছবিতে দেখা যাচ্ছে, রাশিয়ার রাষ্ট্রপতি ভ্লাদিমির পুতিন তার কার্যালয়ে ভারতের ডাঃ ভীমরাও আম্বেদকরের এক প্রতিকৃতি লাগিয়েছেন",false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
1000 કામ સાઇડ મા મૂકી ને આ ઓડિયો ક્લિપ ને તમારા માટે અને તમારા પરિવાર ની ભલાઈ માટે સાંભળો,false,gu,અંતિમ જવાબ: ખોટું,,False,True
এই ভিডিওতে পশ্চিমবঙ্গ পুলিশকে বিক্ষোভকারীদের উপর বোমা মারতে দেখা যায়,half true,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
টাটা মোটরসের আনা ইভিশন নামের বৈদ্যুতিক গাড়িটি এক বার চার্জ দিলে ১০০০ কিমি অবধি যেতে পারে ও এর ব্যাটারিতে ১০ বছরের ওয়ারেন্টি আছে,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
આ વીડિયોમાં એવું સ્પષ્ટ પણે દેખાઈ આવે છે….કે અમેરિકાના રાષ્ટ્રપતિ ડોનાલ્ડ ટ્રમ્પના પત્ની અમેરિકાના પૂર્વ રાષ્ટ્રપતિ ઓબામાને ગિફ્ટ આપે છે…જે ગિફ્ટ ઓબામા સ્વીકારવા ખાતર સ્વીકારી લે છે….અને પછી થોડાક આગળ જઈને એ ગિફ્ટને તેઓ ફેંકી દે છે….અને ત્યાંથી ચાલ્યા જાય છે,half true,gu,અંતિમ જવાબ: ખોટું,,False,True
"ਸੁਖਬੀਰ ਬਾਦਲ ਵਲੋਂ ਰਾਮ ਰਹੀਮ ਨੂੰ ਪੁਸ਼ਾਕ ਭੇਟ ਕਰਨਾ ਪੰਜਾਬ ਦੇ ਭਲੇ ਲਈ ਚੁਕਿਆ ਗਿਆ ਇੱਕ ਕਦਮ ਸੀ : ਪ੍ਰੇਮ ਸਿੰਘ ਚੰਦੂਮਾਜਰਾ , ਸਾਬਕਾ ਸੰਸਦ ਮੈਂਬਰ",false,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
ફ્રાન્સના પ્રખ્યાત ફૂટબોલર પોલ પોગ્બા ઇસ્લામ અંગે ફ્રેન્ચ રાષ્ટ્રપતિના નિવેદનના વિરોધમાં ફૂટબોલ રમતથી નિવૃત્ત થયા છે.,false,gu,અંતિમ જવાબ: ખોટું.,,False,True
ভাইরাল ছবিটি দিল্লি পুলিশের সাম্প্রতিককালের,half true,bn,চূড়ান্ত উত্তর: সত্য,,False,True
जो मुसलमान को गद्दार कहता है वह जरा देख ले भक्तों का बाप का नाम लिखा हुआ है,false,gu,અંતિમ જવાબ: ખોટું,,False,True
২০১৮ সালে তোলা এই ছবিতে ভারতবর্ষে বাণিজ্য করার উদ্দেশ্যে আগমন করা ইস্ট ইন্ডিয়া কোম্পানির জাহাজকে দেখতে পাওয়া যায়,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
झारखंड में नफ़ीस नाम के एक लड़के ने अपनी हिंदू प्रेमिका पर कैंची से ताबड़तोड़ वार किए.,half true,hi,अंतिम उत्तर: असत्य,,False,True
"जलते ट्रक की ये तस्वीर 11 अगस्त को बेंगलुरु में हुए दंगे की है, जब भीड़ ने आगजनी की",half true,hi,अंतिम उत्तर: सत्य,,False,True
ছবিতে দেখা যাচ্ছে সিপিআই-এম নেতা সীতারাম ইয়েচুরি ও বৃন্দা কারাট চীনকে সমর্থন করে গলায় প্ল্যাকার্ড ঝুলিয়েছেন,false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
মুসলিমদের দলবেঁধে নামাজ পড়ার ছবিটি ভারতের,half true,bn,চূড়ান্ত উত্তর: সত্য,,False,True
लिफ्टमध्ये महिलेला मारहाणीचा व्हिडिओ दिल्ली मेट्रोचा,half true,mr,अंतिम उत्तर: सत्य,,False,True
জর্জ ফ্লয়েডের মৃত্যুর প্রতিবাদে মার্কিন যুক্তরাষ্ট্রের বিক্ষোভকারীরা হোয়াইট হাউসে ঢুকে পড়ে,half true,bn,চূড়ান্ত উত্তর: মিথ্যা।,,False,True
ছবিটি বারাণসীতে কানহাইয়া কুমারের একটি জনসভার।,false,bn,চূড়ান্ত উত্তর: সত্য।,,False,True
"ভিডিওটি শাহীনবাগের, মহিলাদের অবস্থান বিক্ষোভের।",mostly false,bn,চূড়ান্ত উত্তর: সত্য।,,False,True
तस्वीर में दिख रहे इटली के डॉक्टर दंपति ने कोरोना मरीजों के इलाज करते हुए अपनी जान दे दी.,mostly false,hi,अंतिम उत्तर: सत्य,,False,True
दिल्ली की एक खस्ताहाल सड़क का वीडियो जिसमें दो महिलाओं को गटर में गिरते हुए देखा जा सकता है.,mostly false,hi,अंतिम उत्तर: सत्य,,False,True
साध्वी प्रज्ञा को कोर्ट ने आतंकवाद के आरोपों से बरी कर दिया है,mostly false,hi,अंतिम उत्तर: सत्य,,False,True
सुषमा स्वराज ने कहा कि बालाकोट एयरस्ट्राइक में एक भी आदमी नहीं मरा,mostly false,hi,अंतिम उत्तर: असत्य,,False,True
"ছবিতে দেখা যাচ্ছে, দিল্লি দাঙ্গার মাষ্টারমাইন্ড কপিল মিশ্রার বোন মোল্লা শাহজাদ আলীর নামক একজনকে প্রেম করে বিয়ে করলেন",mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
জাপানী নিউরোলজিস্টের তৈরি করা এই ছবি মানসিক চাপের বিষয়ে জানতে সহায়তা করে,mostly false,bn,চূড়ান্ত উত্তর: সত্য,,False,True
ভিডিওতে এক অক্টোপাসকে সমুদ্রের ধার দিয়ে হাঁটতে দেখা যাচ্ছে,mostly false,bn,চূড়ান্ত উত্তর: সত্য,,False,True
जर्मनी की एक तस्वीर जहां विदेशी बच्चे गुरुकुल में सनातन सभ्यता अपना रहे हैं.,half true,hi,अंतिम उत्तर: सत्य,,False,True
এই ছবিটি বাবরি মসজিদের,mostly false,bn,চূড়ান্ত উত্তর: সত্য,,False,True
পরিবেশ দূষণ কম হওয়ার কারণে স্যাটেলাইটের মাধ্যমে দেখতে পাওয়া যাচ্ছে রাম সেতু,mostly false,bn,চূড়ান্ত উত্তর: সত্য,,False,True
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ( ਡੇਮੋਕ੍ਰੇਟਿਕ) ਦੇ ਪ੍ਰਧਾਨ ਤੇ ਰਾਜ ਸਭਾ ਮੈਂਬਰ ਸੁਖਦੇਵ ਸਿੰਘ ਢੀਂਡਸਾ ਨੇ ਬਿਆਨ ਦਿੰਦਿਆਂ ਕਿਹਾ ਹੈ ਕਿ ਸੁਖਬੀਰ ਬਾਦਲ ਵਲੋਂ ਰਾਮ ਰਹੀਮ ਨੂੰ ਭੇਂਟ ਕੀਤੀ ਗਈ ਪੁਸ਼ਾਕ ਪ੍ਰੇਮ ਸਿੰਘ ਚੰਦੂਮਾਜਰਾ ਨੇ ਡੇਰੇ ਤਕ ਪਹੁੰਚਾਈ ਸੀ।,false,pa,ਅੰਤਿਮ ਜਵਾਬ: ਸੱਚ,,False,True
दिल्ली के शाहदरा मोड़ के पास गैस का टैंकर लीक होने से भयंकर आग लगी.,mostly false,hi,अंतिम उत्तर: सत्य,,False,True
मुख्यमंत्री उद्धव ठाकरे रिपब्लिक न्यूज चॅनल पाहत असल्याचा फोटो,half true,mr,अंतिम उत्तर: सत्य,,False,True
केजरीवाल को थप्पड़ मारने वाले हमलावर की तस्वीर दिखाने का दावा,false,hi,अंतिम उत्तर: सत्य,,False,True
"দীর্ঘক্ষণ মাস্ক ব্যবহার হাইপোক্সিয়া, অক্সিজেনের ঘাটতি, ক্লান্তি ও প্রতিবর্ত ক্রিয়া হ্রাসের কারণ হতে পারে",mostly false,bn,চূড়ান্ত উত্তর: সত্য।,,False,True
"पद्मशीला तिरपुडे यांनी खलबत्ते, वरवंटे विकून संसार व मुलाला सांभाळून यशवंतराव चव्हाण महाराष्ट्र मुक्त विद्यापीठातून शिक्षण घेऊन MPSC ची PSI ची परीक्षा पास केली",half true,mr,अंतिम उत्तर: सत्य,,False,True
मुंबईत कोरोनाच्या नावावर मानवी अवयवांची तस्करी,false,mr,अंतिम उत्तर: असत्य,,False,True
ये वीडियो बहरीन के किंग का है जो अपने रोबोट अंगरक्षक के साथ दुबई पहुंचे हैं.,mostly false,hi,अंतिम उत्तर: असत्य,,False,True
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇੱਕ ਮਹਿਲਾ ਦੀ ਤਸਵੀਰ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਨੇ ਕਾਂਟੇਦਾਰ ਡ੍ਰੈੱਸ ਪਾਈ ਹੋਈ ਹੈ। ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਦੇਸ਼ ਵਿੱਚ ਵੱਧ ਰਹੇ ਬਲਾਤਕਾਰ ਦੀ ਘਟਨਾਵਾਂ ਨੂੰ ਲੈ ਕੇ ਇਸ ਮਹਿਲਾ ਨੇ ਇਸ ਤਰੀਕੇ ਨਾਲ ਵਿਰੋਧ ਜਤਾਇਆ।,false,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
मुख्यमंत्री उद्धव ठाकरे यांनी ख्रिश्चन समाजास कोरोनासाठी प्रार्थना करण्यास सांगितले आहे.,half true,mr,अंतिम उत्तर: असत्य,,False,True
कंगना रानौतने कपिल शर्माच्या शोचा बहिष्कार केल्याचा दावा,false,mr,अंतिम उत्तर: सत्य,,False,True
इजरायल में कोरोना वायरस से कोई मौत नहीं हुई क्योंकि वे लोग चाय में नींबू और बेकिंग सोडा मिलाकर पीते हैं. यह मिश्रण कोरोना वायरस को मारता है.,mostly false,hi,अंतिम उत्तर: असत्य,,False,True
पालघर साधु हत्यांकांडाचा मुख्य हत्यारा एनसीपी नेताे संजय शिंदे याचा कार अपघातात जळून मृत्यू झाला.,false,mr,अंतिम उत्तर: असत्य,,False,True
এই ভিডিওতে ভারতীয় সেনাকে ব্যর্থ রকেট চালনা করতে দেখা যায়,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
"કોરોનાના કેસ વઘતા બિહારે લોકડાઉન લંબાવ્યું, 1થી 16 ઓગસ્ટ સુધી લોકડાઉન રાખવા નિર્ણય",false,gu,અંતિમ જવાબ: સત્ય,,False,True
इंदौर में CAA और NPR का समर्थन करने पर भाजपा नेता के मुंह पर कालिख पोतकर उसे चप्पल से पीटा गया.,mostly false,hi,अंतिम उत्तर: सत्य,,False,True
প্রধানমন্ত্রী নরেন্দ্র মোদী এই বছর জুলাই মাসে রামায়ণের স্ট্যাম্পগুলি প্রকাশ করেন,half true,bn,চূড়ান্ত উত্তর: সত্য,,False,True
"નિર્દોષ અને માસુમ ગર્ભવતી હાથણી, ની અંતિમ વિધિ ભગવાન તેને અને તેના અજન્માં બચ્ચાં ની આત્મા ને ચિર શાંતિ અર્પે, ૐ શાંતિ",half true,gu,અંતિમ જવાબ: સત્ય,,False,True
সংঘের স্বয়ংসেবক পশ্চিমবঙ্গের সঞ্জয় রবিদাসের এবছরের মাধ্যমিকের মার্কশিটের ছবি এটি,half true,bn,চূড়ান্ত উত্তর: মিথ্যা।,,False,True
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਸੰਗਰੂਰ ਤੋਂ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੇ ਸੰਸਦ ਮੈਂਬਰ ਭਗਵੰਤ ਮਾਨ ਦੀ ਤਸਵੀਰ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਉਹ ਵੀਡੀਓ ਕਾਨਫਰੰਸ ਤੇ ਗੱਲ ਕਰਦੇ ਹੋਏ ਦੇਖੇ ਜਾ ਸਕਦੇ ਹਨ। ਇਸ ਦੇ ਨਾਲ ਹੀ ਮੇਜ਼ ਦੇ ਉੱਤੇ ਸ਼ਰਾਬ ਦਾ ਗਲਾਸ ਦਿਖਾਈ ਦੇ ਰਿਹਾ ਹੈ ।ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਭਗਵੰਤ ਮਾਨ ਸ਼ਰਾਬ ਪੀ ਰਹੇ ਹਨ।,half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
প্রতিবেদনে দাবি করা হয়েছিল ভাইরাল ভিডিওর মহিলা রানু মন্ডল।,true,bn,চূড়ান্ত উত্তর: সত্য,,False,True
उर्मिला मातोंडकर मोहन भागवत की भतीजी हैं और शादी के बाद उन्होंने इस्लाम कबूला और नाम बदला.,false,hi,अंतिम उत्तर: असत्य,,False,True
हा फोटो अयोध्येत राममंदिराचा बांधकाम करण्यासाठी सपाटीकरणादरम्यान सापडलेल्या शिवलिंगाचा आहे.,half true,mr,अंतिम उत्तर: असत्य,,False,True
કોરોના વાઈરસ ને કારણે IPL-2020 બંધ રહેશે,half true,gu,અંતિમ જવાબ: ખોટું,,False,True
મધ્યપ્રદેશના પૂર્વ CM દિગ્વિજય સિંહ અને કોંગ્રેસ નેતાની પુત્રી શ્રેયાંશી સિંહ ભાજપમાં જોડાઈ છે.,false,gu,અંતિમ જવાબ: સત્ય,,False,True
ਸਾਈਕਲ ਗਰਲ ਜਯੋਤੀ ਪਾਸਵਾਨ ਦੀ ਅਰਜੁਨ ਮਿਸ਼ਰਾ ਨਾਮ ਦੇ ਬ੍ਰਾਹਮਣ ਨੇ ਰੇਪ ਕਰਨ ਤੋਂ ਬਾਅਦ ਹੱਤਿਆ ਕਰ ਦਿੱਤੀ।,half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
अरब और यहूदियों ने इजरायल और सऊदी अरब में एक दूसरे के देश में दूतावास खुलने पर डांस कर खुशी जाहिर की.,mostly false,hi,अंतिम उत्तर: असत्य,,False,True
व्हायरल व्हिडिओ पुण्यातील भांडारकर रोडवरील वाईन शाॅपसमोर वाईन खरेदीसाठी महिलांंची रांग लागल्याचा आहे.,half true,mr,अंतिम उत्तर: सत्य,,False,True
कोरोना वायरस के मरीजों का इलाज करने के दौरान हुए संक्रमण से महाराष्ट्र की 28 वर्षीय डॉक्टर मनीषा पाटिल की मौत हो गई.,false,hi,अंतिम उत्तर: असत्य,,False,True
আমেরিকার নিউইয়র্ক শহরে মানুষের মাংস বিক্রি হচ্ছে রেস্তোরাঁয়।,false,bn,চূড়ান্ত উত্তর: মিথ্যা।,,False,True
"ছবিতে দেখা যাচ্ছে, সম্প্রতি পাস হওয়া কৃষি বিলের প্রতিবাদ করতে মানুষের খুলিসমেত এক কৃষক দিল্লিতে পৌঁছলেন",half true,bn,চূড়ান্ত উত্তর: সত্য,,False,True
हर्षवर्धन पाटील यांनी भाजपमध्ये प्रवेश करुन चूक झाल्याचा संदेश दिला आहे.,false,mr,अंतिम उत्तर: असत्य,,False,True
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ਦੇ ਪ੍ਰਧਾਨ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਅਤੇ ਬਿਕਰਮਜੀਤ ਸਿੰਘ ਮਜੀਠੀਆ ਦੀ ਤਸਵੀਰ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਅਕਾਲੀ ਦਲ ਦੇ ਪ੍ਰਧਾਨ ਅਤੇ ਹੋਰ ਨੁਮਾਇੰਦੇ ਮੋਗਾ ਫ਼ਿਰੋਜ਼ਪੁਰ ਰੋਡ ਤੇ ਅਡਾਨੀਆਂ ਦੇ ਸਟੋਰ ਦਾ ਉਦਘਾਟਨ ਕਰ ਰਹੇ ਹਨ।,half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
हेलिकाॅप्टर- टेम्पो अपघाताचा व्हिडिओ भारतातील आहे.,half true,mr,अंतिम उत्तर: असत्य,,False,True
कानपुर के एक ऑटो ड्राइवर मोहम्मद आतिब को 'जय श्री राम' के नारे ना लगाने पर बुरी तरह पीटा गया.,mostly false,hi,अंतिम उत्तर: सत्य,,False,True
कनाडाई पीएम जस्टिन ट्रूडो ईसाई धर्म छोड़ इस्लाम अपना रहे हैं.,false,hi,अंतिम उत्तर: असत्य,,False,True
পাকিস্তানের সেনারা হাতে সাদা পতাকা নিয়ে ভারতীয় সেনার কাছে শান্তি ভিক্ষা চাইছে,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
ঈদের দিন পশু মারা নিয়ে মুসলিমদের সমালোচনা শুনতে চান না বলে টুইট করেছেন বিল গেটস।,false,bn,চূড়ান্ত উত্তর: মিথ্যা।,,False,True
ਸ਼ੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਤਸਵੀਰ ਨੂੰ ਸ਼ੇਅਰ ਕਰਦਿਆਂ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਪੰਜਾਬ ਦੇ ਵਿਚ ਰਾਮਲੀਲਾ ਉੱਤੇ ਹਮਲਾ ਕੀਤਾ ਗਿਆ ਹੈ।,half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
"ਦੇਸ਼ ਦੇ ਜਵਾਨਾਂ ਤੋਂ ਵੱਡਾ ਕੰਮ ਅਸੀਂ ਕਰਦੇ ਹਾਂ, ਸ਼ਹੀਦ ਹੋਣਾ ਵੱਡੀ ਗੱਲ ਨਹੀਂ: ਅਮਿਤ ਸ਼ਾਹ",half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਸੱਚ,,False,True
बुर्का पहनकर 12वीं की परीक्षा देने वाली लड़कियों को सरकारी चिट्ठी का प्रिंट आउट लेकर परीक्षा केंद्र जाना है.,mostly false,hi,अंतिम उत्तर: असत्य,,False,True
ਪਾਕਿਸਤਾਨ ਦੇ ਹਸਪਤਾਲ ਦੇ ਬਾਹਰ ਕਰੋਨਾ ਮਰੀਜ਼ਾਂ ਦਾ ਹਾਲ ਦੇਖੋ,half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਸੱਚ,,False,True
ईरान के राष्ट्रपति हसन रूहानी से हाथ मिलाते हुए बराक ओबामा की तस्वीर.,mostly false,hi,अंतिम उत्तर: असत्य,,False,True
"ऐसा बनेगा अयोध्या में प्रभु श्री राम जी का भव्य मंदिर देखते हैं कितने भारतीय खुश हैं..जो नही भी खुश है..,उन्हें जय श्रीराम",false,gu,અંતિમ જવાબ: સત્ય,,False,True
ম্যাগিতে বীফ মশলা দিয়ে বিক্রি করা হচ্ছে ভারতে,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
ফোর্বস ম্যাগাজিনের বিশ্বের সবচেয়ে শিক্ষিত নেতাদের নামের তালিকায় সপ্তম স্থান পেলেন কংগ্রেস নেতা রাহুল গান্ধী,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
"बिहार के एक अस्पताल की तस्वीर, जिसमें पानी से भरे वार्ड में मरीजों को रखा गया है. बिहार में इसी हालात में कोरोना मरीजों का इलाज किया जा रहा है.",half true,hi,अंतिम उत्तर: सत्य,,False,True
एक तीन फोटो का कोलाज जिसमें दर्जनों मरी हुई गायें नजर आ रही हैं. इन तस्वीरों को भारत का बताया गया है.,half true,hi,अंतिम उत्तर: असत्य,,False,True
"ভোটের প্রচারে ব্যাস্ত যোগী আদিত্যনাথ, গ্রামবাসীদের অর্থ বিতরণ করতে দেখা যাচ্ছে।",false,bn,চূড়ান্ত উত্তর: সত্য।,,False,True
आठवडाभर गरम वाफ घेतली तर कोरोना नष्ट होऊ शकतो,false,mr,अंतिम उत्तर: असत्य.,,False,True
मुख्यमंत्री उद्धव ठाकरे यांनी महाराष्ट्रात 15 जूनपासून 30 सप्टेंबर पर्यंत लाॅकडाऊन जाहिर केला आहे.,half true,mr,अंतिम उत्तर: असत्य.,,False,True
