claim,label,language,output,final_answer,correct,inconclusive
A video on social media is widely as a claim that a deceased party was alive before the final funeral.,half true,pa,Final Answer: False,false,False,False
"In Madhya Pradesh, a Hindu girl was burnt alive for participating in the Prayer Meet in the church.",mostly false,hi,Final Answer: False,false,False,False
"The mosque of Bangalore was named after Prime Minister Narendra Modi,",mostly false,bn,Final Answer: False,false,False,False
A picture of a 24 -year -old Muslim girl who passed the IAS examination.,mostly false,hi,Final Answer: Half True,half true,False,False
Claiming that the girl in the picture is the need for the time that the cost of going to Canada.,false,pa,Final Answer: False,false,True,False
A woman from America has given birth to 17 pair of boys simultaneously.,false,hi,Final Answer: False,false,True,False
Social media and former Indian cricketer is claiming to have been claimed that former Indian cricketer has been killed.,half true,pa,Final Answer: False,false,False,False
Prime Minister Narendra Modi is bowing down the industrialist 'Adani's wife'.,mostly false,bn,Final Answer: False,false,False,False
Ratan Tata bought 50 percent of the 18-year-old young man's generator pharmacy start-up.,false,mr,Final Answer: False,false,True,False
The Indian army built a bridge over the Galwan river which China wanted to stop,half true,gu,Final Answer: Mostly True,mostly true,False,False
The picture shows that Russian President Vladimir Putin has placed a portrait of Ambedkar at Dr. Bhimara of India at his office,false,bn,Final Answer: False,false,True,False
Put 1000 work on the side and listen to this audio clip for you and your family for the goodness,false,gu,Final Answer: False,false,True,False
In this video West Bengal police can be seen bombing protesters,half true,bn,Final Answer: False,false,False,False
Tata Motors can go up to 5 km if the electric car called Evision's Evens can go up to 5 km and it has a 5 -year warranty on the battery.,mostly false,bn,Final Answer: False,false,False,False
This video also shows it clearly… .The wife of US President Donald Trump gives a gift to former US President Obama… who accepts the gift for Obama to accept… .and then he throws the gift ahead….Going,half true,gu,Final Answer: False,false,False,False
"It was a step for the good of Punjab to offer the Ram Rahim by Sukhbir Badal: Prem Singh Chandumajra, former MPs",false,pa,Final Answer: Half True,half true,False,False
Famous French footballer Paul Pogba has retired from a football game in protest against the French President's statement on Islam.,false,gu,Final Answer: False,false,True,False
Viral Photo,half true,bn,Final Answer: Half True,half true,True,False
Where the masculine is said to have been a matter of fact.,false,gu,Final Answer: Half True,half true,False,False
"The East India Company's ship is seen to trade in India in this film, taken on the 21st",mostly false,bn,Final Answer: Mostly True,mostly true,False,False
"In Jharkhand, a boy named Nafis attacked his Hindu girlfriend with scissors.",half true,hi,Final Answer: False,false,False,False
"This picture of the burning truck is of riots in Bengaluru on August 11, when the mob set fire",half true,hi,Final Answer: False,false,False,False
In the picture shows CPI-M leader Sitaram Yechuri and Vrinda Karat hung a placard in the neck to support China,false,bn,Final Answer: False,false,True,False
India's group of Muslims tied up,half true,bn,Final Answer: False,false,False,False
A video of a woman beating in the elevator Delhi Metro,half true,mr,Final Answer: True,true,False,False
US protesters in protest of George Floyd's death,half true,bn,Final Answer: True,true,False,False
The photo is a public meeting of Kanhaiya Kumar in Varanasi.,false,bn,Final Answer: Half True,half true,False,False
"The video is in Shaheenbagh, the women's position.",mostly false,bn,Final Answer: Half True,half true,False,False
The Italian doctor couple seen in the picture gave their lives while treating the corona patients.,mostly false,hi,Final Answer: False,false,False,False
A video of a decaying road in Delhi in which two women can be seen falling into the gutter.,mostly false,hi,Final Answer: True,true,False,False
Sadhvi Pragya has been acquitted by the court allegations of terrorism,mostly false,hi,Final Answer: True,true,False,False
Sushma Swaraj said that not a single man died in Balakot AIRRIC,mostly false,hi,Final Answer: Mostly False,mostly false,True,False
"In the picture, the sister of Delhi riots, Molla Mishra, married a man named Molla Shahzad Ali and married a man",mostly false,bn,Final Answer: False,false,False,False
This image made by Japanese neurologist helps to learn about emotional stress,mostly false,bn,Final Answer: Mostly True,mostly true,False,False
In the video one octopus is seen walking on the edge of the sea,mostly false,bn,Final Answer: True,true,False,False
A picture of Germany where foreign children are adopting Sanatan civilization in Gurukul.,half true,hi,Final Answer: Half True,half true,True,False
This photo is of the Babri Masjid,mostly false,bn,Final Answer: False,false,False,False
Ram Bridge is seen through satellite due to low environmental pollution,mostly false,bn,Final Answer: Mostly True,mostly true,False,False
The President of Shiromani Akali Dal (Democratic) President and Rajya Sabha Member Bharadev Singh Dhandev Singh Dhangasa has arranged to the camp performed by Sukhbir Badal.,false,pa,Final Answer: False,false,True,False
A fierce fire broke out due to leaking gas tanker near Shahdara Mor in Delhi.,mostly false,hi,Final Answer: True,true,False,False
Chief Minister Uddhav Thackeray's photo watching Republic News Channel,half true,mr,Final Answer: False,false,False,False
Claim to show a picture of the attacker who slapped Kejriwal,false,hi,Final Answer: False,false,True,False
"Long mask use may cause hypoxia, oxygen deficiency, fatigue and reducing verbs.",mostly false,bn,Final Answer: Mostly False,mostly false,True,False
"Tirpude, Tirpude, sells the world and the child and took care of the child and passed the MPSC PSI exam by studying from Yashwantrao Chavan Maharashtra Open University.",half true,mr,Final Answer: False,false,False,False
Smuggling of human organs in the name of corona in Mumbai,false,mr,Final Answer: False,false,True,False
This video is from the king of Bahrain who has reached Dubai with his robot bodyguard.,mostly false,hi,Final Answer: False,false,False,False
The picture of a woman on social media is being virule that has fallen dresses.It is being claimed that this woman resisted in this way by taking the rising rape of rape in the country.,false,pa,Final Answer: False,false,True,False
Chief Minister Uddhav Thackeray has asked the Christian community to pray for the correction.,half true,mr,Final Answer: False,false,False,False
Kangana Ranout claims to boycott Kapil Sharma's show,false,mr,Final Answer: True,true,False,False
There was no death due to Corona virus in Israel because they drink lemon and baking soda in tea.This mixture kills the corona virus.,mostly false,hi,Final Answer: False,false,False,False
"NCP leader Sanjay Shinde, the main assassin of the Palghar Sadhu murder, died in a car accident.",false,mr,Final Answer: False,false,True,False
This video is seen to run the Indian Army to run a failed rocket,mostly false,bn,Final Answer: False,false,False,False
"Corona's case extends the lockdown, the decision to keep the lockdown from 1 to 16 August",false,gu,Final Answer: False,false,True,False
"In Indore, after supporting CAA and NPR, the BJP leader was beaten up with slippers by soot on the mouth of the leader.",mostly false,hi,Final Answer: False,false,False,False
Prime Minister Narendra Modi released the Ramayana's stamps in July this year,half true,bn,Final Answer: False,false,False,False
"The funeral of innocent and innocent pregnant hand, God gives him peace of the soul of him and his cubs, ૐ Peace",half true,gu,Final Answer: False,false,False,False
This is a picture of the Marksheet of Sanjay Ravidas this year in West Bengal's Volunteer West Bengal,half true,bn,Final Answer: False,false,False,False
"From Social Media and Sangrur, the Aam Aadmi Party Parliament Bhagwant Mann is being virule in the picture of the Aam Aadmi, which can be seen at the video conference.At the same time, alcohol is seen on the table.",half true,pa,Final Answer: Half True,half true,True,False
The report claimed the viral video woman Ranu Mondal.,true,bn,Final Answer: Half True,half true,False,False
Urmila Matondkar is the niece of Mohan Bhagwat and after marriage he confessed to Islam and changed his name.,false,hi,Final Answer: False,false,True,False
This photo is from Shivalinga found during the Saptriya for the construction of Ram Mandir in Ayodhya.,half true,mr,Final Answer: Mostly True,mostly true,False,False
IPL-2020 will be closed due to Corona virus,half true,gu,Final Answer: True,true,False,False
"Shreyanshi Singh, the daughter of former Madhya Pradesh CM Digvijay Singh and Congress leader, has joined the BJP.",false,gu,Final Answer: False,false,True,False
"The Brahman of the bicycle Girl Jayoti Paswan, the Brahman of the Arjun Mishra, killed after rap.",half true,pa,Final Answer: False,false,False,False
Arabs and Jews expressed happiness over the opening of the embassy in each other's country in Israel and Saudi Arabia.,mostly false,hi,Final Answer: Mostly False,mostly false,True,False
Viral Video has a queue of women to buy wine in front of Wine Shap on Bhandarkar Road in Pune.,half true,mr,Final Answer: False,false,False,False
28 -year -old Dr. Manisha Patil of Maharashtra died of an infection during treating patients with Corona virus.,false,hi,Final Answer: True,true,False,False
"Human meat is being sold in a restaurant in New York City, USA.",false,bn,Final Answer: False,false,True,False
"In the picture, a farmer of people reached Delhi to protest the recently passed agricultural bills.",half true,bn,Final Answer: Mostly True,mostly true,False,False
Harshvardhan Patil has given a message to the BJP by entering the BJP.,false,mr,Final Answer: Half True,half true,False,False
Social media and Shiromani Akali Dal President Sukhbir Singh Badal and Bikramjit Singh Majithia is being wired of the Majithia and the Akali Dal President and other representatives are inaugurated.,half true,pa,Final Answer: False,false,False,False
Helicapter- The video of the tempo accident is in India.,half true,mr,Final Answer: False,false,False,False
"Mohammad Atib, an auto driver from Kanpur, was beaten badly for not raising the slogan of 'Jai Shri Ram'.",mostly false,hi,Final Answer: True,true,False,False
Canadian PM Justin Trudeau is leaving Christianity and adopting Islam.,false,hi,Final Answer: False,false,True,False
Pakistani troops are seeking peace with the Indian army with white flags in their hands,mostly false,bn,Final Answer: False,false,False,False
Bill Gates tweeted that Muslims did not want to hear criticism for the death of animals on Eid.,false,bn,Final Answer: False,false,True,False
Sharing a picture on the Social media is claiming that Ramlila has been attacked in Punjab.,half true,pa,Final Answer: False,false,False,False
Work greater than country personnel we do is martyr is not great: Amit Shah,half true,pa,Final Answer: False,false,False,False
The girls who have taken the 12th exam wearing a burqa have to go to the examination center by taking a print out of the government letter.,mostly false,hi,Final Answer: False,false,False,False
See the Hospital outside the hospital in the hospital patients,half true,pa,Final Answer: False,false,False,False
Barack Obama's picture shaking hands with Iran's President Hassan Rouhani.,mostly false,hi,Final Answer: False,false,False,False
"In Banega Ayodhya, Prabhu Sri Rama Ji Ji is the only way to give a fate of India.",false,gu,Final Answer: Half True,half true,False,False
Beef spices in Maggie are being sold in India,mostly false,bn,Final Answer: False,false,False,False
Congress leader Rahul Gandhi was ranked seventh in the list of the world's most educated leaders in Forbes Magazine.,mostly false,bn,Final Answer: False,false,False,False
"A picture of a hospital in Bihar, in which patients are kept in a ward filled with water.Korona patients are being treated in Bihar in this situation.",half true,hi,Final Answer: Mostly True,mostly true,False,False
A collage of a three photo in which dozens of dead cows are seen.These pictures have been described as India.,half true,hi,Final Answer: False,false,False,False
"Yogi Adityanath, busy campaigning for the vote, is seen to distribute money to the villagers.",false,bn,Final Answer: Mostly False,mostly false,False,False
"If the hot steam is taken for a week, the corona may be destroyed",false,mr,Final Answer: False,false,True,False
Chief Minister Uddhav Thackeray has announced the locked in Maharashtra from June 15 to September 30.,half true,mr,Final Answer: False,false,False,False
A video viral on the Social Media Platform is being viral with a speedy faster.The crowd of people in the viral video can be seen that the crowd is being seen that millions of railway employees in the country have been respected by millions of railway employees.,false,pa,Final Answer: False,false,True,False
Union Home Minister Amit Shah's Corona Report Negative,false,gu,Final Answer: True,true,False,False
"A Muslim youth lied to a Hindu girl and married her .... Then if a Hindu girl came to know about the fact, the Muslim youth was already married and she had two children ... then the Hindu girl did it like ...The video appears ...",false,gu,Final Answer: False,false,True,False
"Vikas Dubey, who shot to some policemen, including SP, works with almost all parties.",half true,gu,Final Answer: Mostly True,mostly true,False,False
"A video of Mumbai rain, in which people are removing a child who fell in the gutter amidst the strong flow of water.",half true,hi,Final Answer: False,false,False,False
The child died after talking to mobile charging,false,mr,Final Answer: False,false,True,False
Post of the death of famous news outleader Pradeep Bhide viral on social media,false,mr,Final Answer: False,false,True,False
A policeman was beaten for illegal recovery on Surat highway.,mostly false,hi,Final Answer: True,true,False,False
Israeli Prime Minister Benjamin Netanyahu made the tweet with a message to be with India on June 7th.,mostly false,bn,Final Answer: False,false,False,False
"In Amethi, the villagers caught the child thieves.",half true,hi,Final Answer: True,true,False,False
This video of the bridge making on the river is the Indian Army,mostly false,bn,Final Answer: False,false,False,False
"By giving a picture of the camera crew at the time of cleaning the middle of PM Modi, such an indication that this is a 'photo-up'",mostly false,hi,Final Answer: Mostly False,mostly false,True,False
In the picture shows a person who beat the police during the lockdown,mostly false,bn,Final Answer: False,false,False,False
Video of policeman beating on stopping the lockdown.,false,hi,Final Answer: False,false,True,False
Police catch the patient of Corona virus on the highway in China.,half true,hi,Final Answer: False,false,False,False
Beggars are not infected or dying in the Corona virus,false,bn,Final Answer: False,false,True,False
"Mamta Banerjee criticized ISRO scientists, saying that you should not try for the work you cannot do.",mostly false,hi,Final Answer: False,false,False,False
A video of a Rajasthan police soldier misbehaving with a young man,half true,hi,Final Answer: True,true,False,False
No one died in Israel because of the tea mixed with lemon and baking soda in tea,mostly false,bn,Final Answer: True,true,False,False
The PJP MP Kiran Kher Ki Kiran Kher is being viral which is being claimed that Kiran Kher has been claimed that rape is in our culture and we cannot stop it.,false,pa,Final Answer: False,false,True,False
Chanod - A beautiful scene of Malhar Ghat.The Narmada river in its original form.Namo Namami Narmad side,false,gu,Final Answer: Mostly True,mostly true,False,False
Claimed to have a three -eyed baby born in Germany,false,mr,Final Answer: False,false,True,False
Policemen for poster against citizenship amendment law,false,hi,Final Answer: False,false,True,False
The Prime Minister of Finland has proposed four working days a week and four hours of daily work.,mostly false,hi,Final Answer: Mostly True,mostly true,False,False
Soshal Midiya is the one who is a must ...Desh Jaab Baji Batti Sunita Yadava,half true,gu,Final Answer: False,false,False,False
Male policemen are torturing women protesting against citizenship law in Assam.,mostly false,hi,Final Answer: Half True,half true,False,False
Police are operating in Kashmir.,mostly false,bn,Final Answer: True,true,False,False
There is a photo of the flower of Audumbar.,half true,mr,Final Answer: False,false,False,False
"In this film, Kailas Vijaybiri and Mukul Roy are seen standing without a PPE kit and mask next to Dilip Ghosh.",half true,bn,Final Answer: False,false,False,False
Central Secondary Education Board (CBSE) has announced the date of the tenth and twelfth class results.Twenty class results will be announced on July 11 and the tenth class results on July 13.,false,pa,Final Answer: False,false,True,False
RSS 'Guard of Honor' is giving Queen Elizabeth.,false,bn,Final Answer: False,false,True,False
The person seen in the picture kills Kerala's pregnant elephant in a bomb in pineapple,mostly false,bn,Final Answer: False,false,False,False
"This will benefit in the long run, is such a message on or is it time ???",half true,gu,Final Answer: Half True,half true,True,False
70 Salo Tak Hame Pakishtan's Lahka Lahara Khara Chhaya.Handstrain,false,gu,Final Answer: False,false,True,False
"In Kashmir, the cow has been cut on top of the tricolor.",mostly false,hi,Final Answer: False,false,False,False
"A video of Captain Deepak Sathe, who was killed in the Air India Express plane crash in Kerala, in which he is singing the famous song 'As soon as he gets out of the house'.",half true,hi,Final Answer: False,false,False,False
The Indian Sankriti Mahima in Neujiland.,false,gu,Final Answer: False,false,True,False
Bruce Lee's rare video playing table tennis from Nuncupe,mostly false,hi,Final Answer: False,false,False,False
Daily laborers were brought by paying money in the Aam Aadmi Party rally in Delhi.,half true,hi,Final Answer: Mostly False,mostly false,False,False
Model image of Babri Hospital in the picture shows,mostly false,bn,Final Answer: False,false,False,False
"The 18,238 employees who lose their jobs due to the drowning of Yes Bank have 17,000 Hindus.Speak Jai Shriram",half true,gu,Final Answer: False,false,False,False
"A picture of a place of worship in a disturbed condition, with which it is being claimed that Hindus were attacked in Punjab.",half true,hi,Final Answer: False,false,False,False
"Bathing in the Ganges, performing Yamuna-water, while Narmada only washed with sin.Take .... Then today, see the Narmada-water falling down from the mountain of a marble mountain, 25 km from Jabalpur City in Madhya Pradesh.Due to this waterfall, fog produces here, so that this waterfall is called a dungeon.",half true,gu,Final Answer: Mostly False,mostly false,False,False
A new animal was found in Africa,false,bn,Final Answer: Half True,half true,False,False
Deepika Padukone wears a T-shirt in support of farmers,false,mr,Final Answer: True,true,False,False
"In Bihar elections, BJP-JDU prepares to share alcohol bottles",half true,mr,Final Answer: False,false,False,False
The road found in the picture is the Varanasir of Uttar Pradesh,mostly false,bn,Final Answer: False,false,False,False
I did not have to say that I would have been on the first 1063 Asha.,half true,gu,Final Answer: Half True,half true,True,False
"If the mask is used for longer, the person may have the possibility of death.",false,mr,Final Answer: Mostly False,mostly false,False,False
"Recently, the family of late singer SP Balasubramaniam was not able to pay the hospital bill.The central government helped after the Tamil Nadu government refused.",false,hi,Final Answer: False,false,True,False
"On the way to the Gujarat, the padal is lying on the other hand. Romance",half true,gu,Final Answer: False,false,False,False
"How China's soldiers attack Indian soldiers, see videos",half true,pa,Final Answer: Half True,half true,True,False
It is being said with a video that Indians in Spain took out a procession in support of the construction of Ram temple.,mostly false,hi,Final Answer: True,true,False,False
Narendra Modi's picture with Chhota Rajan.,false,hi,Final Answer: False,false,True,False
"Sonia Gandhi, the then Prime Minister Manmohan Singh, was sitting in the chair at a meeting with the Sri Lankan Prime Minister.",half true,mr,Final Answer: False,false,False,False
Pradhani Modhi Jee is the only one who has the same thing as a hoof. Deadly,half true,gu,Final Answer: False,false,False,False
The government is going to reduce the pension of employees by 30 percent.,mostly false,hi,Final Answer: False,false,False,False
This girl present at Nagpur police station has been separated from family members.,false,hi,Final Answer: True,true,False,False
Prime Minister Narendra Modi could not show school children as three,false,mr,Final Answer: False,false,True,False
3 -year -old Mother Teresa is seen in this film,mostly false,bn,Final Answer: False,false,False,False
Congress Sachin Pilot joined the BJP,mostly false,bn,Final Answer: False,false,False,False
Rahul Gandhi's meeting with migrant laborers was sponsored.The woman present in the picture with Rahul Gandhi was later seen going by car.,mostly false,hi,Final Answer: Half True,half true,False,False
"Photo by Surendra Singh, an injured Indian soldier who survived the Chinese soldiers",half true,bn,Final Answer: False,false,False,False
US President Donald Trump wanted to ruin Americans by making Corona virus a weapon.Thousands of people have hit the road in protest against this.,mostly false,hi,Final Answer: False,false,False,False
"The image of a plane on social media is being viral.The picture is being claimed that by the cost of Prime Minister Narendra Modi, at the cost of Rs. 8,600 crore.",false,pa,Final Answer: False,false,True,False
Video of a person who is adulterated in milk in Mumbai,half true,mr,Final Answer: False,false,False,False
"A daughter of Hathras (Uttar Pradesh) is gang -raped, an incredible deal with the victim and finally took the last breath.",false,gu,Final Answer: True,true,False,False
Dr. at Breach Candy Hospital.Video of Sharad Udawadia about corona Video viral,false,mr,Final Answer: Half True,half true,False,False
"Starting at 690, barcode stickers are a Mad -in Chinese product and barcode stickers starting at 890 are Mad in India product.",half true,gu,Final Answer: Half True,half true,True,False
Tej Bahadur is sitting with the food.,mostly false,bn,Final Answer: Half True,half true,False,False
Home Minister Amit Shah's corona infection is infected by people who are watching in the video and celebrating his body.,mostly false,bn,Final Answer: False,false,False,False
The Law of Thus Country Is Only For Flood,false,gu,Final Answer: False,false,True,False
Pictures committing violence of BJP workers in Bengal.,mostly false,hi,Final Answer: Half True,half true,False,False
"After the introduction of the new traffic law, the Union Minister Nitin Garakari is running a scooter without a helmet",mostly false,bn,Final Answer: False,false,False,False
Dilip Ghosh has been the cause of the disease.,half true,bn,Final Answer: False,false,False,False
The fisherman was caught at Patua Marine Fisheries port in East Midnapore,false,bn,Final Answer: False,false,True,False
The viral film shows 5 buses arranged to return to the house of Priyanka Gandhi's expatriate in Uttar Pradesh.,half true,bn,Final Answer: False,false,False,False
"The woman found in this report of the report is an educator escaped with an eighth grade student in Gandhinagar, Gujarat.",mostly false,bn,Final Answer: False,false,False,False
China is trying to kill twenty thousand victims to handle the corona virus,false,bn,Final Answer: False,false,True,False
Bridge is ready within 24 hours of demolition in Japan.,mostly false,hi,Final Answer: Mostly True,mostly true,False,False
The use of trunks destroys corona,false,mr,Final Answer: False,false,True,False
India's First Animal Breedgas in Delhi-Mumbai Expressway to Protect Animals from Getting.Thanks Pum,false,gu,Final Answer: Mostly True,mostly true,False,False
Video of procession taken out in support of Tabrez Ansari in Agra,mostly false,hi,Final Answer: True,true,False,False
Kanhaiya Kumar giving a speech with a map showing Kashmir part of Pakistan,false,hi,Final Answer: False,false,True,False
Video of the wife of Canadian Prime Minister Justin Trudeau infected with Corona virus.,half true,hi,Final Answer: False,false,False,False
The name of Sudani origin American model Nyakim Gatwach was recorded in the Guinness World Record for the darkest skin so far.,mostly false,hi,Final Answer: False,false,False,False
"In the picture, Facebook worker Dikhhi Das is seen cutting the national flag cake",mostly false,bn,Final Answer: False,false,False,False
The viral video of the police lathi charge is from Delhi.,half true,hi,Final Answer: False,false,False,False
"Pakistan's PNS 12 conflict with India's INS Tolier on the coast of Gujarat on April 23, 2021.",mostly false,bn,Final Answer: False,false,False,False
In this report of the report recently reported the thought of enacting the center of the center for spouses to pay the wife to pay.,half true,bn,Final Answer: False,false,False,False
"Disclosing the statement of Shiromani Akali Dal to Shiromani Akali Dal leader, said the return of Sucha Singh Langah, will work for the Shiromani Akali Dal workers.",false,pa,Final Answer: Half True,half true,False,False
"BJP's 4 MP, 1 MLA and 21 other leaders are going to join TMC.",false,gu,Final Answer: Half True,half true,False,False
A picture of social media is being virtue that the picture of Dr. Bhim Rao Ambedkar and his wife are being seen as a picture of Dr. Bhimbad and honored by the bus at Colombia.Their wife's picture has been imposed.,half true,pa,Final Answer: False,false,False,False
"In a recent incident, Muslims set fire to the French Embassy in Sudan.",half true,hi,Final Answer: True,true,False,False
Whatever the case,half true,gu,Final Answer: Half True,half true,True,False
The decorative video of the Ram Mandir Bhoomi Pujan Mandal in Ayodhya,half true,mr,Final Answer: True,true,False,False
Video of 55 -year -old teachers during online class,false,mr,Final Answer: Half True,half true,False,False
Whether it is a lockdown or not: Six months must be taken by the Indian Council of Medical Research.,half true,gu,Final Answer: False,false,False,False
"Justice S. Muralidhar was an assistant to Congress MP Manish Tiwari.In the picture, he is filling the election form of Sonia Gandhi.",mostly false,hi,Final Answer: False,false,False,False
"Mulayam Singh Yadav, a leader of the Samajwadi Party and former UP Chief Minister, passed away.",false,gu,Final Answer: False,false,True,False
A video look viral on the Social media.An elder behind the viral is the videos can be seen by the BJP candidate loses shoes in the neck.The video is being claimed that this video is during the Bihar Assembly elections.,half true,pa,Final Answer: False,false,False,False
"One person has appealed that his wife and daughter Corona are infected, pray for him.",mostly false,hi,Final Answer: Half True,half true,False,False
The video shows that the armed train is moving for the borders of India and China,half true,bn,Final Answer: False,false,False,False
Rahul Gandhi spoke of leaving the country and settling in London and teaching his children in America.,mostly false,hi,Final Answer: False,false,False,False
There has been a civil war in Pakistan.Firing has started between the Pakistani Army and the Karachi Police.,mostly false,hi,Final Answer: False,false,False,False
Ticker's Founder Jimming said that he had formed for the ticker idle and unemployed people but they did not know that in India would not know.,false,pa,Final Answer: False,false,True,False
"Video is being claimed that in the government medical college of Nagpur, doctors removed the kidney due to the authentom of the living person.",half true,pa,Final Answer: False,false,False,False
"Corona is not a virus but bacteria, which are very easy to cure.",false,gu,Final Answer: False,false,True,False
The video shows that a group of police goes to Azam's Sharif's door to get rid of Corona,mostly false,bn,Final Answer: False,false,False,False
"A video on social media is viral in which some persons who have wearing a Bharatiya Janata Party (BJP) in his throat, they can be discussed dancing. The bill passed by the PresidentUpon settlement, the slopes celebrated Bhangra in Amritsar and distributed the luddon.",half true,pa,Final Answer: Half True,half true,True,False
The video is to turn off the corona ward in New Zealand,mostly false,bn,Final Answer: False,false,False,False
A Facebook page posted two pictures of Ganga Ghat with Priyanka Gandhi.One image is called 'Ganga during the Congress period' and another is 'Ganga during the Modi period'.,false,bn,Final Answer: Half True,half true,False,False
Video of Muslims raising communal slogans in Delhi.,mostly false,hi,Final Answer: Half True,half true,False,False
It is being said with a video of a girl singing a song that it is Alexandra Nazar who loses his life in the Berut blast.,half true,hi,Final Answer: False,false,False,False
Bhutan has stopped giving water to Indian farmers in Assam for irrigation.,mostly false,hi,Final Answer: False,false,False,False
Photo of doctors and nurses dying due to corona virus in Italy.,half true,hi,Final Answer: False,false,False,False
"Aamir Khan's colleague, Javed Haider, is the time to sell vegetables in the lackedown due to unemployment.",half true,mr,Final Answer: False,false,False,False
A picture of social media is being virtue that the Sunni Waqf Board has decided to build a Babuari hospital in Ayodhya and the design of the hospital.,false,pa,Final Answer: False,false,True,False
The statement that is going viral on Jammu and Kashmir is of former Prime Minister Dr. Manmohan Singh.,mostly false,hi,Final Answer: False,false,False,False
A woman thrown dirty water on Kejriwal.,mostly false,hi,Final Answer: True,true,False,False
"Social Media and Punjabi News Channels The Bulletin of Living India is being widely viral which is being claiming, the people from September 1 to September 30, is going to be restored to September 30 to 30.",false,pa,Final Answer: False,false,True,False
"After Amitabh Bachchan was liberated in the coronation, Haji Ali went to the Dargah and made a sheet",half true,mr,Final Answer: False,false,False,False
Badwizer admitted that several employees have been urinating in their beer tanks over the years,false,bn,Final Answer: False,false,True,False
"The only thing that does not have to do with the Badwati Vidyat Vidyak, ""If this is what humans to do they do not deserve to live - the Earth May Well Swallow evenly"" """"",half true,gu,Final Answer: False,false,False,False
Mumba Malad's Bhajan Banda Kar Jehdi Aasalam Speaks!,false,gu,Final Answer: False,false,True,False
Prime Minister Narendra Modi 21 -year -old drone scientist Pratap.N.M is appointed as a scientific position in DRDO.,false,mr,Final Answer: False,false,True,False
"From Social Media and Prime Minister Narendra Modi and Sangrur, the Aam Aadmi Part Bha Bhai Bhagwant Mann is being widely seen in the Prime Minister Modi and Bhagwant Man who is being laughed. This picture is agricultural ordinanceIs after the bill is passing.",half true,pa,Final Answer: False,false,False,False
"Due to heavy rains in Mumbai, water turns around, water was flooded at Selink",false,gu,Final Answer: Mostly True,mostly true,False,False
"Social media and famous singer and the Aam Aadmi Party leader is being shared by the picture of the price of premoline, in which the cigarette is visible in Mann Mann.",false,pa,Final Answer: False,false,True,False
"See what Kangana Ranaut is saying, friends yeh jhansi ki rani kya mary chachi hai hai?",half true,gu,Final Answer: False,false,False,False
"Mahesh Bhat Sadak 2, a video of his film, has been upset over the receipt of one crore dislocation",half true,mr,Final Answer: False,false,False,False
Modi's poster installed in Aligarh Muslim University,false,hi,Final Answer: True,true,False,False
"If one's mother or sister posted her photo on DP WhatsApp, ask her to replace it right away",half true,gu,Final Answer: False,false,False,False
It was built in Japan within 24 hours.,mostly false,bn,Final Answer: False,false,False,False
Last date for filing income tax returns increased to 30 September 2019,false,hi,Final Answer: False,false,True,False
The Lord's @narendramodi Jee is the only one who is the one who has the Lord's Rajmarg Surang 'Aatal Surang'.In order to consolidate the world of Surung Desh. Bhava Milega,false,gu,Final Answer: False,false,True,False
The child in the picture is seeking shares and prayers on Facebook for his Covid-1 affected mother,mostly false,bn,Final Answer: False,false,False,False
