claim,label,language,output,final_answer,correct,inconclusive
"""And that people buy water more, because it became fashion and do not believe in our Czech that otherwise excellent quality, as well as bottled water.""",false,sr,Final Answer: Mostly True,mostly true,False,False
"The security certificate is established with the aim of protecting citizens, state bodies and private companies from hackers, Internet meshs and other types of cyberism",half true,ru,Final Answer: Mostly True,mostly true,False,False
"In France, the subject ""Abauchea"" is being introduced at the University of Renn.",half true,ru,Final Answer: False,false,False,False
Uzbekistan President Shavkat Mirziyoyev established monthly payments for the period of the epidemic (contacting patients),mostly true,ru,Final Answer: True,true,False,False
"From 2018, it is enough that there will be one room for children in the nursery.The requirement has also been reduced when it comes to the size of one child.And so, according to these changes, one child may fall 2.25 m2, and in nurseries and children's clubs, which operate up to 5 hours.per day - even 1.87 m2.For comparison: there are 3 m2 per prisoner.",half true,pl,Final Answer: Mostly True,mostly true,False,False
"""Due to the reduced customs customs, computers, technical goods, furniture, textiles and many other products are cheaped from EU.",false,sr,Final Answer: Mostly True,mostly true,False,False
"The Washington Post included the Covid-19 vaccine developed in Kazakhstan, in the list of 200 promising, experimental vaccines, which, as it believes, will help stop the pandemic",half true,ru,Final Answer: False,false,False,False
"In general, the state budget deficit is decreasing, this is the lowest deficit in recent years.During the PO-PSL rule, in 2010/11 he reached 100 billion.PLN, at the moment we have 28.5 billion.",half true,pl,Final Answer: Mostly True,mostly true,False,False
I have not been invited to a public television interview for the last 5 years.Grzegorz Schetyna was not invited to public television for one -on -one interview.,false,pl,Final Answer: True,true,False,False
Polish society ages the fastest in Europe.,false,pl,Final Answer: Mostly True,mostly true,False,False
Kazakhstan fell into the top 15 countries with the worst laws on access to information,true,ru,Final Answer: True,true,True,False
Poles are currently the most thoroughly disarmed nation in Europe.,false,pl,Final Answer: Mostly False,mostly false,False,False
"""Between 30 and 31 thousand dinars is the minimum in Serbia.""",true,sr,Final Answer: Half True,half true,False,False
"""Corruption in health care is a sporadic phenomenon.""",mostly false,sr,Final Answer: Mostly False,mostly false,True,False
"It is a solution that is incompatible with the European Local Government Card (change in the voivodship border - note Demagog), which says that if you want to change the boundaries of local communities, a referendum should be carried out.",half true,pl,Final Answer: True,true,False,False
The salary in the national economy has increased in the last 2.5 years by 20%. It is an increase that has not been recorded earlier.,false,pl,Final Answer: Mostly True,mostly true,False,False
"The largest number of Poles emigrated during PiS rule, even 0.5 million a year, today it is 50-60 thousand, 8 times less.",half true,pl,Final Answer: Mostly True,mostly true,False,False
"Allowed to import vaccines without a national examination.Moreover, through organizations recommended by WHO.",half true,ru,Final Answer: Mostly True,mostly true,False,False
"""I am the citizens of Serbia last (2009), before the beginning of the World Financial Crisis, said that it would be the most difficult in our newer history.""",half true,sr,Final Answer: Mostly True,mostly true,False,False
"In China, the distribution of Solzhenitsyn's books has become a criminal offense",false,ru,Final Answer: Mostly True,mostly true,False,False
"""We definitely await us for economic growth next (2010) years, but will not be five or seven percent as before, but more modest, one to one and per cent.""",true,sr,Final Answer: False,false,False,False
"""It's all the time (the number of cattle throat) went down a descending road, absolutely all the time.""",false,sr,Final Answer: False,false,True,False
Writer Dean Kuntz predicted the appearance of coronavirus in his book in 1981 and called it Ujan-400,half true,ru,Final Answer: Mostly True,mostly true,False,False
Paweł Adamowicz (...) himself belonged to the party until the platform decided to part with him due to his problems with the law.,half true,pl,Final Answer: Mostly False,mostly false,False,False
"""Italy, after Germany, the second foreign trade partner of Serbia, but the first export destination for our companies.""",true,sr,Final Answer: Mostly True,mostly true,False,False
This parliamentary majority and this authority is 94 percent of all irregularities and all what has pointed out the citizen protector.,mostly true,sr,Final Answer: False,false,False,False
"Today, thanks to the signature made by the President on the Act, the minimum hourly rate is PLN 17, not PLN 5, as it was 5 years ago.",half true,pl,Final Answer: True,true,False,False
"Unfortunately, it is [Polish administration] huge, over 400,000 people (...)",true,pl,Final Answer: Mostly True,mostly true,False,False
"Even at the official price growth rate, only 7 months of households incur additional costs for products of 225 billion tenge",mostly true,ru,Final Answer: Half True,half true,False,False
"""The device you are talking about, Mr. Sutanovac, and I'm always ready to take and representatives of journalists and was purchased for JO2, and to have no idea that he was bought (...) Who wanted to be purchased (...)To eavesdrop in Serbian citizens?Me or you?Who bought the device?Me or you? """,false,sr,Final Answer: Half True,half true,False,False
"""The budget proposal for 2011, which the government today adopted, envisaged that transfers of local governments increased by about 25 percent.A total of 32 billion dinars are planned for these purposes. """,false,sr,Final Answer: True,true,False,False
"""Serbia could become a 'European force' in the field of fisheries and fish processing by importing fish from the northern seas, and then reworked to sell Europeans.""",mostly false,sr,Final Answer: Mostly True,mostly true,False,False
Measles heal from cancer and prevents its development,half true,ru,Final Answer: False,false,False,False
"""All key economic indicators show a tendency to recover from March (2009), which means that the worst period is behind us.""",mostly false,sr,Final Answer: True,true,False,False
"Gini's indicator, which shows the level of unevenness.During our rule it decreased by 2 points, from 31 to 29 more or less.",half true,pl,Final Answer: Half True,half true,True,False
"""Fuel price increase will certainly affect the prices of other products.""",true,sr,Final Answer: Mostly True,mostly true,False,False
"The results of the PISA indicate a decrease in literacy of schoolchildren.If in the countries of the OECD children constantly increase the results of reader literacy, then we have questions and a certain tendency to deterioration.",half true,ru,Final Answer: Mostly True,mostly true,False,False
"""Government forecasts that the economic crisis will not have a significant impact on the production and export of agricultural products proved to be accurate.In the first six months, agriculture records a surplus of $ 320 million, which was more than last year, when the total annual surplus was $ 600 million. """,true,sr,Final Answer: Mostly True,mostly true,False,False
Xi Jinping visited the mosque and asked for blessings/forgiveness from Muslims,false,ru,Final Answer: False,false,True,False
Do you know how much people sit in the government?106 deputy ministers and 22 ministers.,false,pl,Final Answer: False,false,True,False
"LSNS openly refers to the regime created by the Nazi collaborator, Fr.Tiso, calls for violence, organizes militias.Fascists got 8% of the votes.",true,pl,Final Answer: Mostly True,mostly true,False,False
We have two rugby clubs in Warsaw: Skra and AZS AWF Warsaw.,false,pl,Final Answer: Mostly True,mostly true,False,False
"Coronavirus causes not pneumonia, but thrombosis",false,ru,Final Answer: Half True,half true,False,False
The person who violated the quarantine is fined and they are held accountable,true,ru,Final Answer: True,true,True,False
"Last year, according to this indicator [receipt of building permission in the Dowing Business-Ed rating.] Kazakhstan rose immediately to 17 positions and took 35th place in the world",mostly true,ru,Final Answer: Mostly True,mostly true,True,False
"In several US cities, it is planned to disband the police and replace it with the response teams",half true,ru,Final Answer: Mostly True,mostly true,False,False
"""Twenty-five percent of unemployment has nowhere else in the Balkans!""",mostly false,sr,Final Answer: False,false,False,False
Only now do we know how many doctors work in Poland.It is 149 thousand.more or less.This is the European average.,false,pl,Final Answer: Mostly True,mostly true,False,False
"As a UPR, we collected 140,000 signatures for the Act on the introduced death penalty.They were ""ground"" here in the Sejm.",false,pl,Final Answer: False,false,True,False
"How many votes were invalid, now in the presidential election?1%?",true,pl,Final Answer: False,false,False,False
"""Average salaries will move between 34,000 and 35,000 dinars this year, ie from 320 to 330 euros, which is at the region level.""",mostly false,sr,Final Answer: Half True,half true,False,False
"“... In the Soviet period, the fishing economy of Kazakhstan was one of the most highly developed profitable sectors of the national economy, the volume of gross fishing was over 80 thousand tons per year.Currently, the total volume of bioresourps production has decreased several times ... """,true,ru,Final Answer: Mostly True,mostly true,False,False
"We are in a small group of Luxembourg, Belgium, Iceland and Greece, where these differences are smaller (in the pay of women and men).",false,pl,Final Answer: Mostly True,mostly true,False,False
"""The number of"" false asylum seekers' who come from Serbia in the EU is in the fall. """,true,sr,Final Answer: True,true,True,False
Sex loser threatens the corruption of the young generation and the destruction of the foundations of morality and decency,false,ru,Final Answer: Mostly False,mostly false,False,False
"""What kind of policy is the SNS I find out most often of you journalists, what is the idea and ideology of the SNS does not have ... it doesn't even have a program.""",half true,sr,Final Answer: Mostly False,mostly false,False,False
"Among them [bikes in the Veturilo system is - ed.ed.] However, only a few three -wheeled people for disabled people and seniors.",false,pl,Final Answer: Mostly True,mostly true,False,False
"According to Barcelon's goals, which PO agreed to implement, we should have 33% of guaranteed places for children in nurseries.",true,pl,Final Answer: Mostly True,mostly true,False,False
"The CJEU has the right and even is required to point out that our law is inconsistent with the Polish constitution, and thus, with EU law.",half true,pl,Final Answer: Mostly True,mostly true,False,False
"The countries to which Poles go, countries to which 2 million Poles went, these are countries where the level of so -calledThe vaccinations are definitely smaller than in Poland.In Great Britain, only 75% are people who vaccinated, similarly in Switzerland - it is 75% in Poland there are 99.99%.",false,pl,Final Answer: Mostly False,mostly false,False,False
"""The Serbian government adopted a decree on regression of mineral fertilizers, and the goal is to facilitate and help the farms successfully end this year's sowing of sowing.""",mostly false,sr,Final Answer: True,true,False,False
The second Budapest means much slower economic growth (...).They developed twice as slowly than we [Poland].,false,pl,Final Answer: Mostly True,mostly true,False,False
Professors of the University of California (UCLA) Gordon Klein was temporarily removed from work because he refused to postpone exams for students of African American,true,ru,Final Answer: Mostly True,mostly true,False,False
Mike Tyson refused Islam,half true,ru,Final Answer: Mostly False,mostly false,False,False
"Since measles are very contagious, collective immunity does not work for it despite a very high vaccination coverage",false,ru,Final Answer: Mostly False,mostly false,False,False
"""Brammertz not only does not doubt our political will, but no professional objections to what is done in the operational sense.In addition, full co-operation was realized with the tribunal related to witnesses, documentation delivery, access to archives. """,true,sr,Final Answer: Mostly True,mostly true,False,False
"""There can be no Secretary of State, at least that was Slobodan Ilić, to make a problem in relations in the coalition.""",mostly false,sr,Final Answer: False,false,False,False
"The fact that epidemiologists did not believe in the seasonality of coronavirus led to the compilation of incorrect models and forecasts.When the initial worst scenarios have not come true anywhere, some still cling to the models that predict the second wave.",false,ru,Final Answer: Mostly False,mostly false,False,False
"They left the presumption of consent to the seizure of organs from the dead, although the people were against it!That is, each person can automatically become a donor of organs, if he did not have time to refuse.(You need to either write a refusal during a lifetime, or relatives must express disagreement)",half true,ru,Final Answer: Mostly True,mostly true,False,False
"""The Kragujevac-Batocino Highway is one of the government's priorities, primarily due to the contract with Fiat.""",false,sr,Final Answer: Mostly True,mostly true,False,False
"The Polish black box was listened to in Poland, brought to Poland and is in Polish hands.",half true,pl,Final Answer: Mostly True,mostly true,False,False
"In the 2014 election at 1500 protests, the Supreme Court only in 53 cases agreed with the applicant, and they concerned irregularities in individual circuits.",true,pl,Final Answer: False,false,False,False
"Each Kazakhstani - from the old man to the baby - should already be a foreign ""uncle"" about 9 thousand dollars.",half true,ru,Final Answer: False,false,False,False
150 pairs are divorced daily in Kazakhstan,true,ru,Final Answer: Mostly True,mostly true,False,False
"(...) Directional assumptions of the [New Tax Code] were developed by a team of people, this team consisted of 5 tax law professors, 3 judges of an administrative court, 3 representatives of tax authorities, 3 representatives of tax advisory companies and one representative of the president.",true,pl,Final Answer: Half True,half true,False,False
"Priests pay PLN 243 of the flat -rate tax quarterly, and the average taxpayer pays 2500 (PLN - note Demagog) quarterly of such a PIT tax.",half true,pl,Final Answer: Mostly True,mostly true,False,False
"""So we can't just return pensions as the IMF is looking for, and as some people are looking for, to the previous level.Because that would mean that for 80 percent of retirees you reduce pensions.(...) So, we can't just say 'that law is abolished', because we will not reduce pensions to anyone. """,false,sr,Final Answer: Mostly True,mostly true,False,False
Zoom online conferences program is unsafe,half true,ru,Final Answer: Mostly False,mostly false,False,False
"""I never waved criminal charges.I never wander with the imprisonment.I and now that I'm aware that many people scratched in crime, I don't mention people and I'm not saying we'll suffer people in jail. """,half true,sr,Final Answer: False,false,False,False
Italians massively accept Islam,false,ru,Final Answer: False,false,True,False
"The ""average salary in January was first in Serbia over 460 euros, 462 euros, ie in January, we expect in March, it is 40 percent more than what I found as the Prime Minister in 2014.",false,sr,Final Answer: Mostly True,mostly true,False,False
"""For the first time in a government, gender equality was raised at a much higher level and that is that unique throughout Europe.There are no governments, either in the Western Balkans, either in the EU, which have a body for gender equality so highly raised - in addition to the Prime Minister. """,half true,sr,Final Answer: Mostly True,mostly true,False,False
"""After last year's crashes of Snow Crush ', by JP' Ski Resort of Serbia, ', a large and selfless support of the management of JP' Ski Resort of Serbia 'towards us was proved to this latest donation.",half true,sr,Final Answer: Mostly True,mostly true,False,False
"""Subsidies to individual companies are falling, but still there are.Primarily I mean the city traffic company.Also, procurement of new buses, all the measures of the savings we started, and the company slowly stands on its feet. """,false,sr,Final Answer: Mostly True,mostly true,False,False
"You can win a brilliant victory, just like Ryszard Petru - although I would like to remind you that his party received less votes than the United Left.",false,pl,Final Answer: Mostly True,mostly true,False,False
"""At the moment, the airport brings 27 million euros.Is that a fact?Yes.The president said he brought 130,000 profits before they came to power, afterwards he realized that he did not say the truth, since there was never below 16, 17 million, no million euros. """,half true,sr,Final Answer: Mostly False,mostly false,False,False
"""I need to tell you, that we calculate the average salary, that is, the average reception in the Serbian Army in November.The average net salary was 44,418 dinars, but the average reception was 66,817 dinars.Receiving officers, average, was 92,565 dinars, 75,000 dinars, professional soldiers 58,308 dinars, were given an average of 49,725 dinars (...) as my colleague Stefanović said, digns are 1800 dinars.They are provided for all members of the army and the police located at the border and which are in the mainland zone. """,half true,sr,Final Answer: Half True,half true,True,False
"""We are responsible and there is no reason to take care of visa liberalization.""",false,sr,Final Answer: False,false,True,False
"Tedros Gebreisus, the current leader of the WHO, has never been a practicing doctor",half true,ru,Final Answer: False,false,False,False
"Allowed psychiatric diagnoses based on blurry criteria.And the words “in accordance with clinical manifestations, laboratory data, objective information” was removed.(That is, in fact, any person can now come under the diagnosis of a mentally ill patient. And there is an opportunity to use psychiatry for punitive purposes).",half true,ru,Final Answer: Mostly False,mostly false,False,False
"""As you can see even the dinars we did not spend on the campaign, we have no sets, we do not participate until the elections are announced.We don't have spots.Whatever portal of all your portals to open, you will pop out some other candidates. """,false,sr,Final Answer: Mostly False,mostly false,False,False
The city supports (...) [shelter on Paluch - ed.ed.] with an amount of approx. PLN 9 million.,true,pl,Final Answer: True,true,True,False
"""Pensions and salaries in the public sector were erected.""",half true,sr,Final Answer: False,false,False,False
"It is worth remembering that now 40,000 people die prematurely from pollution a year.",true,pl,Final Answer: Mostly True,mostly true,False,False
"There was a ban on abortion for Hitler, and there was a ban on abortion.",half true,pl,Final Answer: False,false,False,False
"""The dinar is among the most stable currencies, not only in the region, but in Europe.""",mostly false,sr,Final Answer: Mostly True,mostly true,False,False
"""People in Serbia need to know that we have never received anything like this, none of all our great friends, we have never received any loan that would be like this good and in such favorable conditions.""",false,sr,Final Answer: False,false,True,False
"""There is no place of concern about the course.""",false,sr,Final Answer: False,false,True,False
Another type of coronavirus appeared,half true,ru,Final Answer: True,true,False,False
"""At the records of the National Employment Service in Belgrade, there were fewer than 100,000 unemployed this year in September, which is a kind of record in the last few years and 8 percent better than last year.""",half true,sr,Final Answer: True,true,False,False
"""Serbia has compensated the 2009 loss of exports in the last year.""",mostly true,sr,Final Answer: Mostly True,mostly true,True,False
"""I talked to all coalition partners and I can say that it is not personal, but about essential changes in the government.""",mostly false,sr,Final Answer: Half True,half true,False,False
"""Credit rating was reduced thanks to the poor work in public finances of the previous government.""",half true,sr,Final Answer: Mostly True,mostly true,False,False
"""The prosecution is satisfied with the agreement reached (with Svetlan Raznatović) and we consider it a great victory of the Prosecutor's Office.""",mostly false,sr,Final Answer: True,true,False,False
"""We have managed to stabilize our state in the past two years and defend it from bankruptcy.We now have the arrival of a large number of foreign investments that opened more than 120 thousand jobs, new jobs, of course. """,false,sr,Final Answer: Mostly True,mostly true,False,False
"""Somewhere between 2007 and 2011, there was a great stalemate in the investigation and did not really deal with these cases.",half true,sr,Final Answer: Half True,half true,True,False
Garbage ended in Sweden,false,ru,Final Answer: False,false,True,False
"The share of food costs in Kazakhstan is almost half of the budget for almost 50% of citizens, which is much worse than in neighboring Russia, not to mention developed countries, where food costs are only 10-12%",true,ru,Final Answer: Mostly True,mostly true,False,False
"""Work was introduced in the city public utility companies, which operated in 2013 with a loss of two billion dinars, to make a profit of two billion dinars today.This is important because 85 percent of that profit goes into the budget of the city of Belgrade from which infrastructure projects are financed, construction of schools, kindergartens and playgrounds. """,true,sr,Final Answer: Mostly True,mostly true,False,False
"The USA bought up 90% of the reserve of the drug ""Remesivir""",true,ru,Final Answer: Mostly False,mostly false,False,False
There are 366 thousand in the National Debt Register.Polish pensioners.They are indebted to PLN 5.7 billion.,half true,pl,Final Answer: Mostly True,mostly true,False,False
"""Serbia is not late with vaccination and is located among the first three countries outside the European Union that will start vaccination in early December.""",false,sr,Final Answer: False,false,True,False
"""Maintaining extraordinary parliamentary elections would not expire the parliamentary election cycle, because it is just another printed slip to be rounded.""",half true,sr,Final Answer: False,false,False,False
"Konrad Piasecki: [Marshal Stanisław Tyszka] Anti -Pisowski is also in his radicalism.Adam Szłapka: [Stanisław Tyszka] as the closest advisor to Jarosław Gowin and a member of the board of the Polish Together Party Jarosław Gowin party, I am not convinced.",half true,pl,Final Answer: Half True,half true,True,False
Feminitivians are necessary for language and society,true,ru,Final Answer: Mostly True,mostly true,False,False
"Only G.Bush - Boguslaw Sonik (@sonikboguslaw) Juls 5, 2017 spoke in Wawel",false,pl,Final Answer: False,false,True,False
"""I've never lied to our people in Serbia and say we will be sure until 2020 part of the European Union.I said that we will fulfill what is up to us, what we can do by 2019, and then it is in Austria, Germany, France and other European countries to decide whether they want to receive us in the EUor not.""",mostly true,sr,Final Answer: Mostly True,mostly true,True,False
"""The number of retirees in Serbia will grow in the coming years, and the number of new jobs will not follow such a fast increase in the number of pensioners.""",true,sr,Final Answer: Mostly True,mostly true,False,False
"""The biggest inflow of investments in Serbia was while DSS led the government, and citizens could do so well, because the average salary was higher for the table as much as it was higher than today.""",half true,sr,Final Answer: Half True,half true,True,False
"""51.1 percent of PIO fund went for paying pensions earlier, while it is now 62.2 percent, and only 37.8 percent from the budget.""",half true,sr,Final Answer: Half True,half true,True,False
"""NBS interventions in foreign exchange market are very modest compared to the past years.""",true,sr,Final Answer: Mostly True,mostly true,False,False
"""Salaries of health workers are in the rank of auxiliary workers in public enterprises.""",true,sr,Final Answer: Mostly False,mostly false,False,False
"There are many countries that have your tree in your venom.Poland does not have this tree (...), and such a distinction happened to Denmark.",false,pl,Final Answer: False,false,True,False
"Remesivir is used as prevention for health workers, treating patients with COVID-19",false,ru,Final Answer: Mostly False,mostly false,False,False
"""MPs have frozen salaries for the last six years.""",true,sr,Final Answer: True,true,True,False
"""For the first time after six years, after 2006, the budget was reopened in October again.""",true,sr,Final Answer: False,false,False,False
The Polish government was the first in Europe closed the borders,false,pl,Final Answer: Mostly True,mostly true,False,False
"""The European Commission has written a positive report on Serbia, with reform ideas and the menu for next year.",mostly false,sr,Final Answer: Mostly True,mostly true,False,False
Poles pay more for gas than anyone in this part of the world.,false,pl,Final Answer: Mostly True,mostly true,False,False
"So this means an increase in the order of 20 thousand thousand, almost 30 thousand.[Children] a year [thanks to the Family 500 Plus program, estimated by mines family], i.e. it means, not even ten percent increase (...).",true,pl,Final Answer: Half True,half true,False,False
The Government of Kazakhstan has banned a free purchase of currency,half true,ru,Final Answer: False,false,False,False
"WHO admitted that asymptomatic carriers are not infectious, and in fact depreciated quarantine",half true,ru,Final Answer: Mostly False,mostly false,False,False
"We have more and more supplies of liquefied gas to Poland by the LNG terminal in Świnoujście.The possibility of these supplies increased enormously.Initially, it was 8.5 billion m3 of gas, today it is already 23 billion so far.",false,pl,Final Answer: Mostly True,mostly true,False,False
"""Draft Law on Free Legal Aid, which should be found before the deputies is an extended circle of users who will be entitled to free legal aid, including children, victims of domestic violence, torture, human trafficking and others.""",mostly false,sr,Final Answer: Mostly True,mostly true,False,False
It was a new car produced in 2016.,true,pl,Final Answer: True,true,True,False
"""Jagodina is one of the three cities in Serbia, which had a surplus of 30 million euros last year.We are filling the budget of Serbia and that we have our program in every city, today there would be surpluses in the budget of the Republic of Serbia, and salaries and pensions would be greater "".",half true,sr,Final Answer: Half True,half true,True,False
"""Of the over 1,000 judges that did not last re-election, in the Serbian advanced party, was joined about 650.""",mostly false,sr,Final Answer: False,false,False,False
"As I understand, you are about the judgment of the Constitutional Tribunal, which has recently aroused so much emotion and discussion.It depends on the Government Legislation Center, which publishes judgments.(...) I repeat, it is not the prime minister that publishes this judgment.",half true,pl,Final Answer: Mostly True,mostly true,False,False
"""According to European statistics and data organization, in 2009, Serbia is classified between countries with the smallest prices of food and beverages, but also among countries that are the cheapest for life.""",mostly false,sr,Final Answer: Mostly True,mostly true,False,False
Your party [Platforma Obywatelska] has been building a gas terminal for 8 years.,half true,pl,Final Answer: Mostly True,mostly true,False,False
"""Serbia's debt is 80 percent of GDP, it means that Serbia is a highly indebted country.""",mostly true,sr,Final Answer: Mostly True,mostly true,True,False
It is worth noting that 70% of Poles support the reforms that we wanted to implement.,half true,pl,Final Answer: Mostly True,mostly true,False,False
"GFK Polonia had 6.5 percent published(support for J. Palikot), 7.5 %",false,pl,Final Answer: Half True,half true,False,False
"""Serbia exported goods worth $ 68 million in 2010, while the value of imports from that country was $ 311 million.""",mostly true,sr,Final Answer: Half True,half true,False,False
The circle of real sales markets and the maintenance of supplies during the second industrial-innovative five-year plan have not changed,true,ru,Final Answer: False,false,False,False
"There is a matter of delegated employees, fundamental from the point of view of Polish interests.I remind you that eleven national parliaments gave the European Commission a yellow card in this matter.",true,pl,Final Answer: Mostly True,mostly true,False,False
"""The gondola license is not issued at any time.She couldn't even be challenged.What the Court addressed the preparatory works, which refer to archaeological trials. """,false,sr,Final Answer: False,false,True,False
Coronavirus SARS-COV-2 affects mainly people with blood group II,half true,ru,Final Answer: Mostly False,mostly false,False,False
"""Attitudes of the State Secretary of the Ministry of Finance Slobodan Ilić on the opening of the plant 'Gorenje' plant in Zajecar will not disrupt the G17 Plus and DS ratios in the coalition in Zajecar.""",mostly false,sr,Final Answer: Half True,half true,False,False
"""They (Salford) have a monopoly and claim to hold 60 percent of the Serbian market.""",mostly true,sr,Final Answer: Mostly True,mostly true,True,False
"German doctors found that the Covid-19 is not a virus, but a bacterium causing death",half true,ru,Final Answer: False,false,False,False
Chinese prime minister prays in the mosque,false,ru,Final Answer: False,false,True,False
"At the end of August, the applications for receipt of loss of income submitted 2.6 million Kazakhstanis.",true,ru,Final Answer: True,true,True,False
"""We started a very difficult but determined reform program with the IMF.We managed to achieve outstanding results.In 2014, our budget deficit amounted to about 6.2 percent of GDP, while in 2018, we had a fiscal surplus of 0.6 percent.We achieved a surplus for the third year in a row.In 2014, the public debt amounted to about 70 percent of GDP, now is 50.6 percent. """,mostly true,sr,Final Answer: Mostly True,mostly true,True,False
Andrzej Duda has not submitted any law to the Sejm since June last year.,true,pl,Final Answer: True,true,True,False
"""The construction industry is slowly coming out of the crisis after a long time.""",half true,sr,Final Answer: Mostly True,mostly true,False,False
.وزيرة الصحة وضعت نفسها ابتداء من يوم 20 مايو/أيار الجاري في إجراءات عزل نفسها منزلياً، نتيجة الاشتباه في إصابتها بفايروس كورونا المستجد,false,pl,Final Answer: True,true,False,False
"In many countries (Great Britain, Germany, Italy, the Netherlands) there is generally a system of distribution of light drugs in special places",false,ru,Final Answer: Mostly True,mostly true,False,False
"A group of international scientists concluded that Heparin contained in algae is able to block coronavirus SARS-COV-2.It turned out that heparin, by the ability to block SARS-COV-2, exceeds many antiviral drugs, including ""Remesivir""",half true,ru,Final Answer: Half True,half true,True,False
The money we spend on subsidizing the mine - 10 billion each year.,false,pl,Final Answer: Half True,half true,False,False
"""The government, as a key political organ that should lead to the state policy, does not lead external policy, but the service activity of the President of the Republic is the service.""",mostly true,sr,Final Answer: Mostly False,mostly false,False,False
"""It's not true that the fuel in Serbia is the most expensive in what these days I personally convinced traveling through Croatia, Slovenia and Italy.""",mostly false,sr,Final Answer: Mostly False,mostly false,True,False
"""The agreement will mean more favorable delivery conditions of Russian gas to Serbia and a lower price of at least 12 percent, because it is possible for additional discount when signing.""",true,sr,Final Answer: Mostly True,mostly true,False,False
Two Chinese doctors who have coronavirus have changed complexion,true,ru,Final Answer: False,false,False,False
"""23 percent more building permits of August this year were issued compared to August last year.""",true,sr,Final Answer: Half True,half true,False,False
"""If you compare the current composition of ministers with the number of members of the Government of 2000, even before, you will see that this cabinet is not bulky.""",half true,sr,Final Answer: Half True,half true,True,False
"630 people died of a million inhabitants in Spain (...), and in Poland 65 (on Covid -19 - note Demagog).",true,pl,Final Answer: Mostly False,mostly false,False,False
41% of Kazakhstan’s business is experiencing big financial problems,half true,ru,Final Answer: Half True,half true,True,False
Today we have more and more suicides in schools.,half true,pl,Final Answer: Mostly True,mostly true,False,False
"One of the main trading partners of Kazakhstan in the CIS is the Republic of Uzbekistan, the volume of trade with which last year exceeded $ 2.7 billion.",mostly true,ru,Final Answer: True,true,False,False
It is necessary to form feminity in Russian using an affix –K,half true,ru,Final Answer: False,false,False,False
"While Germany is our greatest trading partner, Great Britain is our second trading partner in order.",true,pl,Final Answer: Half True,half true,False,False
"Corey virus after vaccination for many days can be found in the blood, urine and respiratory tract of a vaccinated child",half true,ru,Final Answer: Mostly True,mostly true,False,False
"""This also speaks of greater mutual trust, our national airline and airport, but also safety conditions and everything Serbia has achieved, because it cannot fly for the United States, as we could not have been 25 years.""",mostly false,sr,Final Answer: Mostly True,mostly true,False,False
"In the first half of 2020, the SMB increased a microcredit portfolio by 850%.At the same time, overdue debt increased by 238% of the main debt or accrued reward, including.For individuals, the growth of microcredit was about 145%, overdue debt increased by 332%.",mostly true,ru,Final Answer: Half True,half true,False,False
"""It is not true that many devices will rise twenty percent due to environmental taxes.It is true that the ecological tax is only a few percent compared to the price. """,true,sr,Final Answer: Mostly True,mostly true,False,False
"Euthanasia is probably in two countries of the European Union, two or three countries.",true,pl,Final Answer: Mostly False,mostly false,False,False
"... according to scientific statistics, in general, each drug addict draws on average from 5 to 17 people into drug consumption ...",half true,ru,Final Answer: Half True,half true,True,False
