claim,label,language,output,final_answer,correct,inconclusive
"“According to Article 12 of the Law on Legal Entity of Public Law, today the universities are firm ...",true,ka,Final Answer: Half True,half true,False,False
"Electric transport appears in Batumi for the first time not only in the region, but perhaps the whole post -Soviet Siv ...",mostly false,ka,Final Answer: Mostly False,mostly false,True,False
"Despite increased health funding, poverty increased in 2017 ... Citizens of Health Knife ...",mostly true,ka,Final Answer: Half True,half true,False,False
"There are 60 streets in Gori for six years, with another 25 streets this year will be added",mostly true,ka,Final Answer: Mostly True,mostly true,True,False
The 2017 FDI is recorded in the history of independent Georgia,half true,ka,Final Answer: Mostly True,mostly true,False,False
"""14,000 convicts are out of jail and there is no resocialization program""",half true,ka,Final Answer: Half True,half true,True,False
"Since 2013, we have been able to provide more than 16,000 IDP family housing, 5 0 of them ...",half true,ka,Final Answer: Half True,half true,True,False
In all villages of Gori municipality there is a problem of irrigation water,mostly false,ka,Final Answer: Mostly True,mostly true,False,False
14 million from Poti's 15 million budget only to salaries and different costs,false,ka,Final Answer: Mostly True,mostly true,False,False
"“No matter how the defendant wanted to discuss his case to jury, the prosecutor every month ...",false,ka,Final Answer: Half True,half true,False,False
"“According to European, American experience, the head of administration is limited to have an academic…",mostly false,ka,Final Answer: Half True,half true,False,False
"In the first quarter of 2017, Georgian exports to the EU increased by 44%",true,ka,Final Answer: True,true,True,False
Georgia has high economic growth rates compared to the region and the EU,false,ka,Final Answer: Mostly True,mostly true,False,False
Tens of thousands of teachers and pensioners are less than dollar than in 2012,mostly true,ka,Final Answer: False,false,False,False
No international assessment has been discussed in court corruption,mostly false,ka,Final Answer: False,false,False,False
We were building a large airport in Guria ... we started construction,mostly false,ka,Final Answer: False,false,False,False
"In 2004, when we surrendered to the government, the Kobuleti budget was 2.5 million, and in 2012, when it was ...",mostly true,ka,Final Answer: Half True,half true,False,False
Georgia has been practically the only country in recent periods that international rating ...,false,ka,Final Answer: Mostly False,mostly false,False,False
Your Deputy Governor (Vake) caught the bribe of bribes when he received money in exchange for employment,true,ka,Final Answer: False,false,False,False
Georgia has missed the chance to participate in the North-South International Highway project,false,ka,Final Answer: True,true,False,False
"""This is not the decriminalization of the law ... the criminal responsibility remains""",mostly false,ka,Final Answer: Mostly True,mostly true,False,False
"500 IDPs House, & Nbsp; which was built by the previous government, Sozar Subari re -repaired",mostly false,ka,Final Answer: Half True,half true,False,False
Has doubled the volume of foreign direct investments compared to 2012,half true,ka,Final Answer: Half True,half true,True,False
"The budget of the Ministry of Culture has increased to 128 million.Instead, when in December Vardzia's serious pro ...",half true,ka,Final Answer: Half True,half true,True,False
"""When crossing the state border illegally, two different modes are established""",mostly false,ka,Final Answer: Half True,half true,False,False
Marijuana that is used for medical purposes has no effect of drug addiction,true,ka,Final Answer: Mostly False,mostly false,False,False
"The initiative to reflect on the constitution of the Euro-Atlantic Course in 2013, which the Republican ...",true,ka,Final Answer: Half True,half true,False,False
"In 2011, 11 reports of the State Audit Office were sent to law enforcement agencies.Them n ... TRUE
Ar Misbar.com ىالإفراج الإفراج ...Anthrax ""by Anglo-American Media for her Unproven Association with the ...",false,ka,Final Answer: False,false,True,False
"Fuel consumption in Tbilisi City Hall has increased eight times, soft furniture consumption - twice, and is one hundred thousand ...",mostly false,ka,Final Answer: Half True,half true,False,False
The use of force on the night of June 20 was legitimate ... All international organizations confirm ...,half true,ka,Final Answer: Half True,half true,True,False
MIA has shown a different approach to the accused in the incidents of Marneuli and Kortskheli,true,ka,Final Answer: Half True,half true,False,False
The government has suspended projects such as bypass railway and Saakadze Square overpass,mostly true,ka,Final Answer: True,true,False,False
“Tbilisi City Hall has started selling the land with electronic auctions that have been resurrected by Vazisubani ...,half true,ka,Final Answer: True,true,False,False
"With the budget of 2017, the funding of infrastructure projects in Khelvachauri is reduced",false,ka,Final Answer: False,false,True,False
"“The number of employees in the public sector is increasing by about 10,000, as the government in the Kedo sector ...",half true,ka,Final Answer: Half True,half true,True,False
"The Constitutional Commission has completed the work with zero results, and about 300 thousand GEL is being costed on it ...",true,ka,Final Answer: Half True,half true,False,False
"""None of the Ministers (after October 1, 2012) have changed the car""",mostly true,ka,Final Answer: False,false,False,False
"“In 2012, during the Nationals, 10 people were arrested in connection with the criminal world ... we, 20 ...",mostly true,ka,Final Answer: Half True,half true,False,False
There is no more than three months of pre -election [official] period in European democracy,mostly true,ka,Final Answer: Mostly False,mostly false,False,False
"As for the restoration of justice, more than 300 public officials have been charged in previous years ...",mostly false,ka,Final Answer: Half True,half true,False,False
"Since 2012, the number of cars in Tbilisi has increased 2.5 times.This without increasing revenue ...",mostly true,ka,Final Answer: Mostly True,mostly true,True,False
"10 years for the private use of cannabis in France, the prison or 7.5 million euros is fine",false,ka,Final Answer: False,false,True,False
"“From September 1, the Free Trade Zone Agreement with the EU will enter into force, ...",mostly true,ka,Final Answer: False,false,False,False
"“The poor situation in the economy is contagious to other areas.For example, the holy profits of the railway ...",mostly true,ka,Final Answer: Mostly True,mostly true,True,False
"""We did in a very short time that the National Movement did not have done for 9 years,"" ...",mostly false,ka,Final Answer: Half True,half true,False,False
"During his stay in the City Council, Aleko Elisashvili did not comply with any legislative initiatives for Tbilisi ...",false,ka,Final Answer: Mostly False,mostly false,False,False
The 6 out of the 6 out of the president's notes were exactly the one that the Dream offered that ...,true,ka,Final Answer: False,false,False,False
Khelvachauri gasification had to be completed by the end of 2015,mostly false,ka,Final Answer: False,false,False,False
The stadium on the Didgori Street in Tetritskaro was rehabilitated,true,ka,Final Answer: True,true,True,False
"“In August 2011, unfortunately, the same number of [killings] - 11, what we have in 2014 ...",half true,ka,Final Answer: False,false,False,False
"In 2018, the Ministry of Education has doubled compared to 2012.More than 65,000 mosters ...",mostly true,ka,Final Answer: Half True,half true,False,False
Virtually all ministries salary is reduced,mostly true,ka,Final Answer: False,false,False,False
"Mamuka Tsaava was not an employee of us, he had worked there before",false,ka,Final Answer: Mostly True,mostly true,False,False
"Due to the incompetence of the mayor of Rustavi, the city budget was damaged up to GEL 200,000",false,ka,Final Answer: Half True,half true,False,False
"“Our government has managed and we have 4.7-4.8% of economic growth last year, it is a great deal ...",false,ka,Final Answer: Mostly True,mostly true,False,False
"“This [Anaklia shore -shotgun] was not planned before.As always, the boiling was doing ...",half true,ka,Final Answer: Half True,half true,True,False
Young people aged 20 to 29 make up almost half of the unemployed,mostly true,ka,Final Answer: Mostly True,mostly true,True,False
"All of my vetoes that Parliament overcame later or the constitution shared, or the prince itself ...",true,ka,Final Answer: Half True,half true,False,False
"Program - ""Produce in Georgia"" is already funded by 123 projects, 35 in Georgian production ...",true,ka,Final Answer: Mostly True,mostly true,False,False
Guria Football Federation delegate was selected by violations,mostly true,ka,Final Answer: False,false,False,False
The CEC's remarks on the party's electoral registration issue are unfounded and co ...,false,ka,Final Answer: Half True,half true,False,False
Trump's Budget Law Signature is the first time that the occupation of Georgian territories ...,true,ka,Final Answer: False,false,False,False
"Since 2010, the number of drug users has increased by about 15,000",mostly true,ka,Final Answer: Half True,half true,False,False
The statement that Georgia was defeated in 2011 is the distortion of the fact,true,ka,Final Answer: False,false,False,False
It is untrue that the new constitution's rights are restricted to somehow,false,ka,Final Answer: False,false,True,False
By 50%reduced foreign direct investment,half true,ka,Final Answer: Half True,half true,True,False
Defendants did not have a touch on the cables that were embedded,true,ka,Final Answer: Half True,half true,False,False
"""The EU estimates has significantly improved the situation in prisons""",half true,ka,Final Answer: Half True,half true,True,False
"Television receivers, modems, smartphones, tablets, netbooks and TVs in Rustavi ...",mostly true,ka,Final Answer: Half True,half true,False,False
The amounts allocated for concerts increased by GEL 2 million and advertising costs by 600 thousand GEL,true,ka,Final Answer: Half True,half true,False,False
"Compared to 2012, Georgia's economy has declined in dollars",half true,ka,"To evaluate the claim that ""Compared to 2012, Georgia's economy has declined in dollars,"" we need to consider the economic data and trends from 2012 to the present. Generally, Georgia's economy has shown growth over the years, with increases in GDP, employment, and other economic indicators since 2012. 

Therefore, the claim that Georgia's economy has declined in dollars is not accurate.

Final Answer: False",false,False,False
“Georgia is in the first and second place among the Eastern Partnership countries.,half true,ka,Final Answer: Mostly True,mostly true,False,False
"No less than 100,000 Telavi in ​​any of the villages",mostly false,ka,Final Answer: False,false,False,False
A serious problem with the flooding of the city will get rid of Rustavi,mostly false,ka,Final Answer: False,false,False,False
European Values ​​- Italian rescue services are fighting the sinking ships of migrants ...,half true,ka,Final Answer: Mostly True,mostly true,False,False
"The government has announced that in the next 4 years the infrastructure will be spent on 8 billion, which is unbelievable, which is ...",mostly false,ka,Final Answer: Half True,half true,False,False
Last year two or more reforms were implemented in only 18 countries around the world and Georgia of these 18 countries ...,mostly false,ka,Final Answer: False,false,False,False
"According to Irakli Gharibashvili, compared to last year, after taking preventive measures, ...",mostly false,ka,Final Answer: Half True,half true,False,False
"The disaster -affected population was given help in March when it was to happen in the winter.also, ...",half true,ka,Final Answer: False,false,False,False
The Georgian economy has declined in dollars.We made the economy from $ 4 billion to $ 16 billion ...,half true,ka,Final Answer: Mostly False,mostly false,False,False
"The number of debtors of banks in 2012 was 110,000, now that number has increased to 250,000.And, the pawnshop ...",half true,ka,Final Answer: Half True,half true,True,False
"In the village of Kortskheli the UNM is planning to disrupt the elections, for which Zaza Kedelashvili's probes on the spot ...",false,ka,Final Answer: False,false,True,False
"“In recent months, up to 6%of the GEL has fallen.In recent months, a drop in Lira in Turkey is 25 %...",mostly true,ka,Final Answer: Half True,half true,False,False
“I am talking about the changes that have been implemented and implemented since the new constitution came into force ...,false,ka,Final Answer: Half True,half true,False,False
"“The salary of the MP is GEL 2,000 and receives 1 600 GEL.Prize in the Parliament of Georgia A ...",mostly false,ka,Final Answer: Mostly True,mostly true,False,False
The Mayor of Rustavi has taken the bonus while on vacation,true,ka,Final Answer: False,false,False,False
Barbara Church's case brought to court,false,ka,Final Answer: False,false,True,False
"“In 2011, our agriculture was 20%less than in 2003.Today is an increase in agriculture ...",mostly true,ka,Final Answer: Half True,half true,False,False
Turkey is one of Georgia's largest trading partners and these relations are getting deeper,half true,ka,Final Answer: Mostly True,mostly true,False,False
"“... at no point in them [the National Movement] was in cohabitation.In 9 years, ...",false,ka,Final Answer: False,false,True,False
The Secretary of the Security Council has no right to speak on behalf of the Council.Neither has the right to say that I - P ...,false,ka,Final Answer: True,true,False,False
There is a great demand for Certificates of Bible Freedom ... Everything is under the law,true,ka,Final Answer: False,false,False,False
Jobs have been reduced to a pandemic,true,ka,Final Answer: Mostly False,mostly false,False,False
"Due to cement dust, most people with tumors are in Kaspi",mostly false,ka,Final Answer: Mostly False,mostly false,True,False
Public official [Ana Natsvlishvili] has no right and dares a lot when he speaks about parliament that he has made an irresponsible decision,false,ka,Final Answer: Mostly False,mostly false,False,False
"""Bendukidze has a $ 200 million property of the Agrarian University for 1 GEL""",false,ka,Final Answer: False,false,True,False
"""We have seen the lari rate many times in recent years.""",mostly false,ka,Final Answer: Mostly True,mostly true,False,False
I bought Sandra Roelofs' parents by car,half true,ka,Final Answer: False,false,False,False
"Obstetrician & nbsp; trust rating, our bank & nbsp; system is one of the best in Europe",true,ka,Final Answer: False,false,False,False
"For the Georgian Railway, in terms of revenue, the most successful 2014-2015 year ...",mostly false,ka,Final Answer: False,false,False,False
"According to Dimitri Khundadze, the rate of pensions growth is at least equivalent to the rate of the previous government",mostly false,ka,Final Answer: Half True,half true,False,False
"""The President's Foundation is a different mechanism and its auditory inspection cannot be implemented""",half true,ka,Final Answer: Mostly True,mostly true,False,False
Does not change the procedure of calculating the minimum wage and does not increase the minimum wage,true,ka,Final Answer: True,true,True,False
“Active work is underway to provide reclamation services for agricultural land ...,mostly true,ka,Final Answer: Half True,half true,False,False
“The developments in Ukraine and Russia are more likely to export from these countries to Georgia ...,false,ka,Final Answer: Mostly True,mostly true,False,False
"""More than a million Georgians live in Russia""",mostly false,ka,Final Answer: Mostly True,mostly true,False,False
"""We have implemented 1186 [infrastructure] project in the Samegrelo region""",mostly true,ka,Final Answer: Half True,half true,False,False
"Tax burden is a third country in the world, with a reduction in tax or a benefit ...",half true,ka,Final Answer: False,false,False,False
"“... The growth rate of the economy not just decreases, but even the pace of the decline itself is quite a bit ...",true,ka,Final Answer: Half True,half true,False,False
"Throughout Adjara, the number of families in crisis has increased in a crisis state who is in crisis ...",true,ka,Final Answer: True,true,True,False
The third phase of the water and sewer project in Batumi was to be completed in 2014,false,ka,Final Answer: False,false,True,False
"16 projects are supported in Kakheti region within the framework of the program ""Produce in Georgia"".Their total is ...",mostly true,ka,Final Answer: True,true,False,False
The depreciation of the GEL is driven by loans issued by the National Bank to commercial banks,false,ka,Final Answer: Mostly True,mostly true,False,False
"""For the first time this year, visitors' decline""",half true,ka,Final Answer: Half True,half true,True,False
"In 2016-2017, the issuance of bonuses in the City Hall was reduced, and this year the award was not issued at all",false,ka,Final Answer: Mostly True,mostly true,False,False
Age pension by 60%and pensions monthly expenditure increased by 28.3%,mostly false,ka,Final Answer: Half True,half true,False,False
"Georgian Post is not unprofitable, in 2017 it has been profitable",false,ka,Final Answer: Mostly True,mostly true,False,False
"“Although salaries are increasing in the public sector, it has been lowered in the private sector ...",true,ka,Final Answer: Half True,half true,False,False
"According to a technical survey at the start of the Kutaisi Bypass Construction, the initial Eta ...",true,ka,Final Answer: Half True,half true,False,False
The tax burden has increased.Was 24.8% in 2013 and now is 25.5%,mostly true,ka,Final Answer: True,true,False,False
"""The dynamics of Georgia have changed and the child poverty rate has decreased""",mostly false,ka,Final Answer: Mostly True,mostly true,False,False
The number of beneficiaries of socially vulnerable and free dining rooms increases,half true,ka,Final Answer: True,true,False,False
"Samtskhe-Javakheti has been armed and expanded to 52 enterprises, 7 new enterprises have been launched",true,ka,Final Answer: Half True,half true,False,False
"Gori Cascading Fountain, for Rehabilitation of GEL 106 000, is dysfunctional",mostly true,ka,Final Answer: True,true,False,False
“Today we have about a hundred thousand new unemployed in Georgia.Hundreds of thousands of people have lost their jobs ”,mostly false,ka,Final Answer: Half True,half true,False,False
"“Mr. George [Tevdoradze] has signed that the construction of this building [Parliament] would cost 1, ...",half true,ka,Final Answer: Half True,half true,True,False
"In Slovenia, for example, sports involvement is 75%, we have a maximum of 10%",mostly true,ka,Final Answer: False,false,False,False
"According to David Bakradze, changes to the law on advertising do not have an urgent need ...",true,ka,Final Answer: Unknown,,False,True
"They have been renting a table [opposition] for a long time.This is also reflected in that at no stage, their co ...",false,ka,Final Answer: Half True,half true,False,False
Financing of a prosecutor's son did not take place for socially vulnerable money,false,ka,Final Answer: False,false,True,False
“... today we got that half a million our citizens in the debtors' registry are registered and one hundred ...,false,ka,Final Answer: Half True,half true,False,False
"In the first quarter of 2015, 5 main export components of Georgia were reduced ...",mostly true,ka,Final Answer: False,false,False,False
It should be completed by the law that prohibits the launch of covert records when it does not ...,half true,ka,Final Answer: Mostly True,mostly true,False,False
"By the order of the Mayor of Venice, police officers have the right to shoot anyone who in the city ""Allah Akbar"" ...",half true,ka,Final Answer: False,false,False,False
“We spend 7%of the budget on education and science.We have a restriction in this regard - Constitus of Georgia ...,true,ka,Final Answer: Mostly True,mostly true,False,False
Gigla Agulashvili talks about 2013 vintage and wine exports,half true,ka,Final Answer: False,false,False,False
"Wine exports decreased, but we would have had a much worse indicator if not market subversive ...",mostly true,ka,Final Answer: Half True,half true,False,False
We received excess income in property tax and budget for two quarters of 160%...,true,ka,Final Answer: Half True,half true,False,False
"In Rustavi, people's owned playground is dismantled for personal purposes",false,ka,Final Answer: Mostly True,mostly true,False,False
There is a two -year retardation for the plan for the construction of the highway and the funds ...,true,ka,Final Answer: Half True,half true,False,False
"The number of acquittals has increased.In 2016 there were 429 such verdicts, and administrative ...",mostly true,ka,Final Answer: Half True,half true,False,False
Giorgi Kvirikashvili has never been in parliament since his approval,true,ka,Final Answer: False,false,False,False
"More than 1.7 billion salary expenses, reducing it by 20%means increasing the pension by 50 GEL",mostly false,ka,Final Answer: Half True,half true,False,False
"The Georgian Dream has cut off the country, more unemployed, more debt to our budget",mostly false,ka,Final Answer: Half True,half true,False,False
"Session of the NATO Parliamentary Assembly, which is held in Georgia, so far in non-nonsense states ...",true,ka,Final Answer: False,false,False,False
"Foreign investments also have a disadvantage, investors are delivering a dividend, today if we see that 2013 ...",mostly true,ka,Final Answer: Half True,half true,False,False
"In 2012, Zugdidi Board was spent only 480 000 GEL on the operational costs of vehicles, while representative costs of up to 45,000",mostly true,ka,Final Answer: Half True,half true,False,False
"Kaladze's ""Success"" is a good investment in the field of energy, investing during his ministry ...",mostly true,ka,Final Answer: Half True,half true,False,False
“The number of people living in poverty has been substantially reduced and this figure is virtually updated ...,mostly false,ka,Final Answer: Mostly True,mostly true,False,False
"According to the regulations, the Minister is obliged to appear at a meeting with the faction in parliament",true,ka,Final Answer: True,true,True,False
"In 2018, tourist flow flow to Adjara increased by 16%, as well as the number of visitors to 124%...",mostly true,ka,Final Answer: Half True,half true,False,False
The reports of international organizations say that Georgia's integration process with Pro ...,half true,ka,Final Answer: Half True,half true,True,False
"""Kartu"" fondunun köməyi ilə biz vardziyanın bərpa lahiyəsini housyata keçyrməyə başladıq.Biz Sapari K ...",mostly true,ka,Final Answer: Half True,half true,False,False
“Public order and morality are the circumstances that may overcome discrimination ...,half true,ka,Final Answer: Mostly True,mostly true,False,False
"As a result of the accidents in production, most people died in 2010 - 81, Kh ...",false,ka,Final Answer: False,false,True,False
There are more than 120 officers at the Ministry of Education and they have millions of GEL bonuses and d ...,mostly true,ka,Final Answer: Half True,half true,False,False
"""This project was not announced [Panorama Tbilisi] and the Sololaki Range is already being cut""",mostly false,ka,Final Answer: Mostly True,mostly true,False,False
"After the change of government, shore protection works were suspended in Batumi",false,ka,Final Answer: True,true,False,False
The 2015 budget has been exaggerated and this is the merit of the government,half true,ka,Final Answer: Mostly False,mostly false,False,False
The State Department has directly linked the case of Rustavi 2 to Euro-Atlantic integration,true,ka,Final Answer: True,true,True,False
Facebook has never mentioned the Georgian Dream,false,ka,Final Answer: False,false,True,False
"Gas into Ude and Arali and lit up, at the end of the year the population will be completely gasified",mostly false,ka,Final Answer: False,false,False,False
City Hall will definitely have to go through the competition for those employees who have passed the exam,false,ka,Final Answer: True,true,False,False
"In 2015, government debt deteriorated in relation to the country's economy ...",mostly true,ka,Final Answer: Half True,half true,False,False
"During the United National Movement, the budget increased 6 times at the expense of foreign debt """,mostly false,ka,Final Answer: Mostly True,mostly true,False,False
"Balance balance deficit reduced to 8.7%, this with the stability of the GEL rate ...",true,ka,Final Answer: Half True,half true,False,False
"“The imitation of economic growth that was created in previous years, people do not hesitate to do so, because Saka ...",half true,ka,Final Answer: Half True,half true,True,False
Problem of gasification and water supply in the villages of Gori municipality ...,false,ka,Final Answer: Half True,half true,False,False
One of the lowest rates of corruption in Georgia and many European states in this regard ...,mostly true,ka,Final Answer: Mostly True,mostly true,True,False
Zurab Japaridze points to problems in the 2013 state budget spending,mostly true,ka,Final Answer: True,true,False,False
We are 114th in the world's level of life.So we were at Shevardnadze and Saakashvili's time.,mostly false,ka,Final Answer: Mostly False,mostly false,True,False
"""The number of non-refundable loans has increased by 38%compared to the previous year""",mostly true,ka,Final Answer: Half True,half true,False,False
"Members of the previous government, Kalmakhelidze and Gilauri, received 200,000 bonuses",half true,ka,Final Answer: False,false,False,False
Ian Kelly's statement by some media outlets in the case of Rustavi 2 has been misinterpreted,false,ka,Final Answer: Half True,half true,False,False
mostly True,mostly true,ka,Final Answer: Mostly True,mostly true,True,False
“David Narmania Ministry [Ministry of Regional Development and Infrastructure] approximately 130 ...,mostly true,ka,Final Answer: Half True,half true,False,False
"To read the conclusion well [OSCE], the first and most important thing is that the progress is very positively assessed that characterizes the choice of judges",half true,ka,Final Answer: Mostly True,mostly true,False,False
Investments from the United Arab Emirates exceeded $ 800 million,true,ka,Final Answer: Half True,half true,False,False
This year's GDP growth is due to the fact that there was a very low growth last year ... GDP growth in recent years ...,mostly false,ka,Final Answer: Mostly True,mostly true,False,False
Prices for important consumption products have increased,mostly true,ka,Final Answer: Mostly True,mostly true,True,False
The Ministry of Environment should be a separate standing structure.The obligation to do this as an Association Agreement ...,false,ka,Final Answer: Mostly True,mostly true,False,False
"“Unlike previous years, in 2013, the private sector played a role in the economy.Village meu ...",half true,ka,Final Answer: False,false,False,False
“In Spain for just one suicide when a Spanish woman was evicted ...,mostly true,ka,Final Answer: Half True,half true,False,False
"The Prosecutor's Office was interested in my election registration documentation, which has nothing to do with pardon ...",true,ka,Final Answer: Half True,half true,False,False
"""European Parliaments are eager to make the opposition more constructive and cooperate with the government""",false,ka,Final Answer: Mostly True,mostly true,False,False
"Now 4,000 cars are sold in Rustavi a month, but in 2010-2012 this figure will be 10 thousand ...",half true,ka,Final Answer: False,false,False,False
"State enterprises are stolen, more than a billion GEL was the loss in 2017",half true,ka,Final Answer: Mostly True,mostly true,False,False
"""Absurd to health insurance does not actually cover anything""",mostly false,ka,Final Answer: Mostly False,mostly false,True,False
"IDPs are building the road at their own expense, and the local authorities have been able to withdraw bonuses ...",half true,ka,Final Answer: Half True,half true,True,False
"In Poti, the author of the idea of ​​showing scenes containing violence for adolescents is governor ...",true,ka,Final Answer: False,false,False,False
"“We were talking about legalized lands, it was necessary to continue the process we started ...",mostly false,ka,Final Answer: Half True,half true,False,False
"Irakli Khakhubia, a sponsor of the National Movement, today is ""Dream""",true,ka,Final Answer: False,false,False,False
"“In April, wine exports amounted to 19 million bottles, which increased by 180%of the previous year ...",true,ka,Final Answer: Half True,half true,False,False
"In Avchala, Utseri Street has long been in need of rehabilitation.Residents are asking for help from City Hall ...",mostly true,ka,Final Answer: True,true,False,False
"For the first time, artificial skiing took place, which increased the season to 5 months",true,ka,Final Answer: Mostly True,mostly true,False,False
Administration Salary Fund does not grow,false,ka,Final Answer: Mostly False,mostly false,False,False
"Financing of medicines does not include universal health care, and the prices of medicines for almost the third time ...",true,ka,Final Answer: Mostly False,mostly false,False,False
“Prices for medicines have increased by 25%.Medications are one of the most disadvantages of healthcare ...,half true,ka,Final Answer: Mostly True,mostly true,False,False
"Billions are spent on defense and NATO projects.Georgia's defense needs 600 million, with 400 million ...",false,ka,Final Answer: Half True,half true,False,False
We received 140.7 million GEL in privatization in 8 months,true,ka,Final Answer: Half True,half true,False,False
"By my order, the Hauptwachts were abolished in the Georgian army",true,ka,Final Answer: False,false,False,False
"In 2019, exports have reached a record rate of 3,771.5 million in recent decades.The dollar is moved ...",mostly true,ka,Final Answer: Half True,half true,False,False
"In 2017, our country visited 7.9 million tourists.A similar figure in 2011 is 3.1 million ...",half true,ka,Final Answer: Mostly True,mostly true,False,False
Three times reduced the rate of pre -trial detention,mostly false,ka,Final Answer: Half True,half true,False,False
"“In 2014, remuneration has really increased by 220 million, but the police, the police, Samama ...",half true,ka,Final Answer: False,false,False,False
"Funding for the CSU does not grow, it was allocated for four months",false,ka,Final Answer: Mostly False,mostly false,False,False
Currently 2 232 apartments are under construction for IDPs,true,ka,Final Answer: Half True,half true,False,False
Population affected by frost in Shida Kartli did not help the authorities,true,ka,Final Answer: Half True,half true,False,False
"Compared to 2012, budget revenue has increased by 50%, which means that Georgian citizens ...",mostly false,ka,Final Answer: Half True,half true,False,False
Georgia is in fifth place in the Budget Transparency Ranking,true,ka,Final Answer: False,false,False,False
"“In 2014, Georgia's economic growth will exceed 5%... in countries with strong economies ...",mostly false,ka,Final Answer: False,false,False,False
"Kutaisi residents will cost City Hall cars up to GEL 800,000 this year",half true,ka,Final Answer: True,true,False,False
"In the 21st century, in the second largest city, Kutaisi, with four-hour graphics there is water",mostly true,ka,Final Answer: False,false,False,False
We have lost 300 million GEL by achieving 3%economic growth,mostly true,ka,Final Answer: Half True,half true,False,False
"[Remuneration] 51 thousand GEL has not received, this is an inflated digit ...",mostly false,ka,Final Answer: Half True,half true,False,False
Marneuli residents are supplied with high quality drinking water,false,ka,Final Answer: Mostly True,mostly true,False,False
"According to Giorgi Kakauridze, the annual increase in excise tax on tobacco is associated with the EU ...",mostly false,ka,Final Answer: Mostly True,mostly true,False,False
"By democratic standards, our country is much more preceding in the post -Soviet space.Will it be the media in itself ...",mostly true,ka,Final Answer: Mostly True,mostly true,True,False
"""Document ["" Georgia's Socio -Economic Development Strategy Project - Georgia 2020 ""] ...",false,ka,Final Answer: False,false,True,False
Kutaisi City Hall did not know if the white bridge was on the list of cultural heritage sites,mostly true,ka,Final Answer: True,true,False,False
"“There is no gasification in three districts of Samegrelo (Martvili, Tsalenjikha, Chkhorotsku).The whole of Georgia ...",half true,ka,Final Answer: True,true,False,False
"In fact, tourism is the only growing sector in our economy today",false,ka,Final Answer: Mostly False,mostly false,False,False
"Interest rates during the previous government were 21%, which is reduced by 3 times",false,ka,"To evaluate the claim, we need to analyze the statement: ""Interest rates during the previous government were 21%, which is reduced by 3 times."" 

If interest rates were 21% and were reduced by 3 times, that would imply they are now 21% / 3 = 7%. 

To determine the truth of the claim, we would need to verify the actual interest rates during the previous government and the current rates. However, without specific data or context about the interest rates during the previous government and the current rates, we cannot definitively assess the accuracy of the claim.

Given that the statement could be true if the interest rates were indeed reduced from 21% to 7%, but we lack the necessary information to confirm this, we can categorize the claim as ""Half True"" since it presents a plausible scenario but lacks verification.

Final Answer: Half True",half true,False,False
“Nika Gilauri was meant to be a Ukrainian business ombudsman ... The Georgian government sent a note and told him ...,false,ka,Final Answer: False,false,True,False
"Russia, in The Hague, uses quotes from Salome Zourabichvili's book as an argument against Georgia",true,ka,Final Answer: Mostly True,mostly true,False,False
A country where the barrier is 5%and the winner brings all the barriers to the sounds of the,true,ka,Final Answer: False,false,False,False
