claim,label,language,output,final_answer,correct,inconclusive
"W ogólnym zarysie zmniejsza się deficyt budżetu państwa, to deficyt najniższy na przestrzeni ostatnich lat. Za rządów PO-PSL w latach 2010/11 sięgał on 100 mld. zł, w tej chwili mamy 28,5 mld.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
Nie zostałem zaproszony na rozmowę do telewizji publicznej przez ostatnie 5 lat. Grzegorz Schetyna nie był zaproszony do Telewizji Publicznej na wywiad jeden na jeden.,false,pl,Ostateczna odpowiedź: W połowie prawda,true,False,False
Polskie społeczeństwo starzeje się najszybciej w Europie.,false,pl,Ostateczna odpowiedź: Przeważnie prawda.,true,False,False
Казахстан попал в ТОП-15 стран с наихудшими законами о доступе к информации,true,ru,Окончательный ответ: В основном правда.,true,True,False
Polacy są w tej chwili najbardziej gruntownie rozbrojonym narodem w Europie.,false,pl,Ostateczna odpowiedź: Fałsz.,,False,True
“Između 30 i 31 hiljade dinara je minimalac u Srbiji.”,true,sr,Коначан одговор: Углавном истина,true,True,False
„Korupcija u zdravstvu je sporadična pojava.“,mostly false,sr,Коначан одговор: Углавном лаж.,mostly false,True,False
"Jest to rozwiązanie niezgodne z Europejską Kartą Samorządu Terytorialnego (zmiana granicy województwa - przyp. Demagog), która mówi, że jeżeli chce się dokonać zmiany granic wspólnot lokalnych, to należy przeprowadzić referendum.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"Pensja w gospodarce narodowej wzrosła w ciągu ostatnich 2,5 roku o 20%.To jest wzrost, którego nie odnotowano wcześniej.",false,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"Największa liczba Polaków emigrowała w czasie rządów PiS- u, nawet 0,5 mln rocznie, dziś to jest 50-60 tysięcy, 8 razy mniej.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"Разрешили завозить вакцины БЕЗ национальной экспертизы. Причем, через организации, рекомендованные ВОЗ.",half true,ru,Окончательный ответ: В основном правда.,true,False,False
"„Ja sam građanima Srbije prošle (2009.) godine, pred početak svetske finansijske krize, rekao da će prošla godina biti najteža u našoj novijoj istoriji.“",half true,sr,Коначан одговор: Углавном истина,true,False,False
В Китае распространение книг Солженицына стало уголовным преступлением,false,ru,Окончательный ответ: Ложь.,false,True,False
"„Definitivno nas čeka privredni rast sledeće (2010.) godine, ali neće biti pet ili sedam odsto kao ranije, već skromniji, od jedan do jedan i po odsto.“",true,sr,Коначан одговор: Лаж.,false,False,False
"„Sve vreme je to (broj grla stoke) išlo silaznom putanjom, apsolutno sve vreme.“",false,sr,Коначан одговор: Полуистина,true,False,False
Писатель Дин Кунц предсказал появление коронавируса в своей книге в 1981 году и называл его Ухань-400,half true,ru,Окончательный ответ: В основном ложь.,mostly false,False,False
"Paweł Adamowicz (…) sam należał do partii aż do czasu, kiedy Platforma zdecydowała się z nim rozstać z uwagi na jego problemy z prawem.",half true,pl,Ostateczna odpowiedź: Fałsz.,,False,True
"„Italija je, posle Nemačke, drugi spoljnotrgovinski partner Srbije, ali prvo izvozno odredište za naše kompanije.“",true,sr,Коначан одговор: Углавном истина,true,True,False
Ova skupštinska većina i ova vlast je 94 odsto svih nepravilnosti i svega onoga što je ukazao Zaštitnik građana ispravila.,mostly true,sr,Коначан одговор: Полуистина,true,False,False
"Dzisiaj, dzięki podpisowi złożonemu przez pana prezydenta na ustawie, minimalna stawka godzinowa to 17 zł, a nie 5 zł, jak jeszcze było 5 lat temu.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"Niestety, jest ona [polska administracja] ogromna, ponad 400 tysięcy osób (…)",true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,True,False
Даже при официальных темпах роста цен только за 7 месяцев домохозяйства понесли дополнительные затраты на продукты 225 млрд тенге,mostly true,ru,Окончательный ответ: В основном правда.,true,False,False
"“Uređaj o kome mi vi pričate, gospodine Šutanovac, a ja sam spreman uvek da povedem i predstavnike novinara je kupljen za vreme vašeg mandata i kupljen je za JO2, a da o tome VBA nije imala pojma da je kupljen (…) Ko je hteo da prisluškuje građane Srbije? Ja ili vi? Ko je kupio uređaj? Ja ili vi?""",false,sr,Коначан одговор: Полуистина,true,False,False
"„Predlog budžeta za 2011. godinu, koji je Vlada danas usvojila, predvideo je da se za oko 25 odsto povećaju transferi lokalnim samoupravama. Za te namene predviđeno je ukupno 32 milijarde dinara.“",false,sr,Коначан одговор: Углавном истина,true,False,False
"„Srbija bi mogla da postane ‘evropska sila’ u oblasti ribarstva i prerade ribe tako što bi uvozila ribu sa severnih mora, a potom je prerađenu prodavala Evropljanima.“",mostly false,sr,Коначан одговор: Полуистина,true,False,False
Корь излечивает от рака и предотвращает его развитие,half true,ru,Окончательный ответ: Ложь.,false,False,False
"„Svi ključni ekonomski indikatori pokazuju tendenciju oporavka od marta (2009.), što znači da je najgori period iza nas.“",mostly false,sr,Коначан одговор: Углавном истина,true,False,False
"Wskaźnik Giniego, który pokazuje poziom nierówności. W ciągu naszych rządów zmalał on o 2 punkty, z 31 do 29 mniej więcej.",half true,pl,Ostateczna odpowiedź: W połowie prawda,true,False,False
„Poskupljenje goriva svakako će uticati na cene ostalih proizvoda.“,true,sr,Коначан одговор: Углавном истина,true,True,False
"Результаты PISA говорят о снижение грамотности школьников. Если в странах ОЭСР дети постоянно повышают результаты читательской грамотности, то у нас есть вопросы и определенная тенденция на ухудшение.",half true,ru,Окончательный ответ: В основном правда.,true,False,False
"„Predviđanja Vlade da ekonomska kriza neće imati značajan uticaj na proizvodnju i izvoz poljoprivrednih proizvoda pokazala se kao tačna. U prvih šest meseci poljoprivreda beleži suficit od 320 miliona dolara, što je više od prošle godine, kada je ukupni godišnji suficit bio 600 miliona dolara.“",true,sr,Коначан одговор: Углавном истина,true,True,False
Си Цзиньпин посетил мечеть и просил благословения/прощения у мусульман,false,ru,Окончательный ответ: Ложь.,false,True,False
Wie pan ile w rządzie zasiada osób? 106 wiceministrów i 22 chyba ministrów.,false,pl,Ostateczna odpowiedź: Fałsz.,,False,True
"LSNS otwarcie odwołuje się do reżimu stworzonego przez nazistowskiego kolaboranta ks. Tiso, wzywa do przemocy, organizuje bojówki. Faszyści dostali 8% głosów.",true,pl,Ostateczna odpowiedź: Przeważnie fałsz.,,False,True
Mamy w warszawie dwa kluby rugby: Skra i AZS AWF Warszawa.,false,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
Коронавирус вызывает не пневмонию а тромбоз,false,ru,Окончательный ответ: Наполовину правда.,true,False,False
"На лица, нарушившее карантин, налагается штраф и они привлекаются к ответственности",true,ru,Окончательный ответ: В основном правда.,true,True,False
В прошлом году по этому показателю [Получение разрешения на строительство в рейтинге Doing Business-ред.] Казахстан поднялся сразу на 17 позиций и занял 35 место в мире,mostly true,ru,Окончательный ответ: В основном правда.,true,False,False
В нескольких городах США планируется расформировать полицию и заменить ее командами реагирования,half true,ru,Окончательный ответ: В основном правда.,true,False,False
„Dvadeset pet procenata nezaposlenosti nema nigde drugde na Balkanu!“,mostly false,sr,Коначан одговор: Полуистина,true,False,False
Dopiero teraz wiemy ilu lekarzy pracuje w Polsce. Jest to 149 tys. mniej więcej. To jest średnia europejska.,false,pl,Ostateczna odpowiedź: Fałsz,,False,True
Jeszcze jako UPR zebraliśmy 140 tysięcy podpisów pod ustawą o wprowadzeni kary śmierci. One zostały “zmielone” tutaj w Sejmie.,false,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"Ile było głosów nieważnych, teraz w wyborach prezydenckich? 1%?",true,pl,Ostateczna odpowiedź: W połowie prawda,true,True,False
"„Prosečne plate će se ove godine kretati između 34.000 i 35.000 dinara, odnosno od 320 do 330 evra, što je na nivou regiona.“",mostly false,sr,Коначан одговор: Углавном истина,true,False,False
"«...в советский период рыбное хозяйство Казахстана было одной из самых высоко развитых доходных отраслей народного хозяйство, объем валового рыбопроизводства составлял свыше 80 тыс. тонн в год. В настоящее же время общий объем добычи биоресурсов снизился в несколько раз…»",true,ru,Окончательный ответ: В основном правда.,true,True,False
"Jesteśmy w wąskim gronie Luksemburga, Belgii, Islandii i Grecji, gdzie te różnice są mniejsze (w płacy kobiet i mężczyzn).",false,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
„Broj ‘lažnih azilanata’ koji iz Srbije dolaze u EU je u padu.“,true,sr,Коначан одговор: Углавном истина,true,True,False
Секспросвет грозит растлением молодого поколения и уничтожением основ нравственности и порядочности,false,ru,Окончательный ответ: Ложь.,false,True,False
"„Kakva je to politika SNS to saznajem najčešće od vas novinara, kakva je ideja i ideologija SNS – nje nema…ona nema ni program.“",half true,sr,Коначан одговор: Полуистина.,true,False,False
Wśród nich [rowerów w systemie Veturilo jest – przyp. red.] jednak tylko kilka trójkołowych dla osób niepełnosprawnych i seniorów.,false,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"Według celów barcelońskich, które PO zgodziła się realizować, powinniśmy mieć 33% gwarantowanych miejsc dla dzieci w żłobkach.",true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,True,False
"TSUE ma prawo, a nawet ma obowiązek zwracać uwagę, że nasze prawo jest niezgodne z polską konstytucją, a przez to, z prawem unijnym.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda.,true,False,False
"Kraje, do których wyjeżdżają Polacy, kraje, do których wyjechały 2 miliony Polaków, to są kraje, w których poziom tzw. wyszczepienia jest zdecydowanie mniejszy niż w Polsce. W Wielkiej Brytanii tylko 75% to są ludzie, którzy się szczepili, podobnie jest w Szwajcarii – to jest 75% w Polsce jest 99,99%.",false,pl,Ostateczna odpowiedź: Fałsz.,,False,True
"„Vlada Srbije usvojila je Uredbu o regresiranju mineralnih đubriva, a cilj je da se poljoprivrednicima olakša i pomogne uspešno okončanje ovogodišnje jesenje setve.“",mostly false,sr,Коначан одговор: Углавном истина,true,False,False
Drugi Budapeszt to oznacza znacznie wolniejszy wzrost gospodarczy (…). Oni się rozwijali dwa razy wolniej niż my [Polska].,false,pl,Ostateczna odpowiedź: Przeważnie prawda.,true,False,False
"Профессора Калифорнийского университета (UCLA) Гордона Кляйна временно отстранили от работы, потому что тот отказался перенести экзамены для студентов афроамериканцев",true,ru,Окончательный ответ: В основном правда.,true,True,False
Майк Тайсон отказался от Ислама,half true,ru,Окончательный ответ: Ложь.,false,False,False
"Поскольку корь очень заразна, коллективный иммунитет для нее не работает несмотря на очень высокий охват вакцинации",false,ru,Окончательный ответ: Ложь.,false,True,False
"„Bramerc ne samo da ne sumnja u našu političku volju, već nema nikakve ni profesionalne zamerke na ono što se u operativnom smislu radi. Uz to, ostvarena je puna saradnja s Tribunalom vezano za svedoke, dostavu dokumentacije, pristup arhivama.“",true,sr,Коначан одговор: Полуистина,true,True,False
"„Ne može jedan državni sekretar, pa makar to bio i Slobodan Ilić, da napravi problem u odnosima u koaliciji.“",mostly false,sr,Коначан одговор: Углавном истина,true,False,False
"То, что эпидемиологи не верили в сезонность коронавируса, привело к составлению неверных моделей и прогнозов. Когда первоначальные наихудшие сценарии нигде не сбылись, некоторые все еще цепляются за модели, предсказывающие вторую волну.",false,ru,Окончательный ответ: Наполовину правда.,true,False,False
"Оставили презумпцию согласия на изъятие ОРГАНОВ у умерших, хотя народ был против! То есть, каждый человек автоматически может стать донором органов, если НЕ успел отказаться. (Нужно либо при жизни написать отказ, либо родственники должны выразить несогласие)",half true,ru,Окончательный ответ: В основном правда.,true,False,False
"„Autoput Kragujevac–Batočina jedan je od prioriteta vlade, pre svega zbog ugovora sa Fijatom.“",false,sr,Коначан одговор: Углавном истина,true,False,False
"Polska czarna skrzynka, została odsłuchana w Polsce, sprowadzona do Polski i jest w polskich rękach.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"W wyborach 2014 na 1500 protestów Sąd Najwyższy tylko w 53 przypadkach przyznał rację skarżącym, a dotyczyły one nieprawidłowości w poszczególnych obwodach.",true,pl,Ostateczna odpowiedź: Prawda,true,True,False
Каждый казахстанец — от старика до младенца — уже должен иностранному «дяде» около 9 тыс долларов.,half true,ru,Окончательный ответ: Ложь.,false,False,False
В Казахстане ежедневно разводятся 150 пар,true,ru,Окончательный ответ: Наполовину правда.,true,True,False
"(…) kierunkowe założenia [nowej ordynacji podatkowej] zostały wypracowane przez zespół ludzi, w skład tego zespołu wchodziło 5 profesorów prawa podatkowego, 3 sędziów sądu administracyjnego, 3 przedstawicieli organów podatkowych, 3 przedstawicieli firm doradztwa podatkowego i jeden przedstawiciel Prezydenta.",true,pl,Ostateczna odpowiedź: W połowie prawda,true,True,False
"Księża płacą 243 zł podatku ryczałtowego kwartalnie, a przeciętny podatnik płaci 2500 (zł - przyp. Demagog) kwartalnie takiego podatku z PIT-u.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"„Dakle, mi ne možemo samo da vratimo penzije onako kao što MMF traži, i kao što neki ljudi traže, na pređašnji nivo. Zato što bi to značilo da za 80 odsto penzionera vi umanjujete penzije. (…) Dakle, ne možemo samo da kažemo ’taj zakon se ukida’, zato što nikome nećemo umanjivati penzije.“",false,sr,Коначан одговор: Углавном истина,true,False,False
Программа для онлайн-конференций Zoom небезопасна,half true,ru,Окончательный ответ: В основном правда.,true,False,False
"„Ja nikada nisam mahao krivičnim prijavama. Ja nikada ne mašem zatvorom. Ja i sada kad sam svestan toga da su mnogi ljudi ogrezli u kriminal, ne pominjem ljude i ne kažem da ćemo mi trpati ljude u zatvor.“",half true,sr,Коначан одговор: Полуистина,true,False,False
Итальянцы массово принимают ислам,false,ru,Окончательный ответ: Ложь.,false,True,False
"“Prosečna plata u januaru je bila prvi put u Srbiji preko 460 evra, 462 evra mislim, dakle u januaru, očekujemo u martu, to je za 40 posto više u odnosu na ono što sam zatekao kao predsednik Vlade 2014. godine.",false,sr,Коначан одговор: Углавном истина.,true,False,False
"„Prvi put u jednoj vladi je rodna ravnopravnost podignuta na mnogo viši nivo i po tome smo jedinstveni u celoj Evropi. Nema nijedne vlade, bilo u zemljama Zapadnog Balkana, bilo u EU, koje imaju telo za rodnu ravnopravnost tako visoko podignuto – pored premijera.“",half true,sr,Коначан одговор: Углавном истина,true,False,False
"„Nakon prošlogodišnjih donacija tabača za sneg ‘Jumbo’ i ski lifta ‘Suvo rudište’ , od strane JP ‘Skijališta Srbije’ , ovom najnovijom donacijom Agregata za struju, dokazana je velika i nesebična podrška menadžmenta JP ‘Skijališta Srbije’ prema nama.“",half true,sr,Коначан одговор: Углавном истина,true,False,False
"“Subvencije pojedinim preduzećima padaju, ali ih i dalje ima. Prevashodno tu mislim na Gradsko saobraćajno preduzeće. Takođe, nabavkom novih autobusa, svim merama štednje koje smo započeli, i to preduzeće polako staje na svoje noge.“",false,sr,Коначан одговор: Углавном истина,true,False,False
"Można odnieść błyskotliwe zwycięstwo, tak jak Ryszard Petru – choć przypomnę, że jego partia otrzymała mniej głosów niż Zjednoczona Lewica.",false,pl,Ostateczna odpowiedź: Przeważnie fałsz.,,False,True
"“U ovom trenutku, Aerodrom donosi 27 miliona evra. Jel to činjenica? Jeste. Predsednik je rekao da je donosio 130.000 dobiti pre nego što su oni došli na vlast, posle je shvatio da nije rekao istinu, pošto nikad ispod 16, 17 miliona nije bilo, miliona evra.”",half true,sr,Коначан одговор: Полуистина,true,False,False
"“Moram da vam kažem, da izračunali smo i prosečnu platu, odnosno prosečno primanje u Vojsci Srbije u novembru mesecu. Prosečna neto plata je bila 44.418 dinara, ali je prosečno primanje bilo 66.817 dinara. Primanje oficira, prosečno, je bilo 92.565 dinara, podoficira 75.000 dinara, profesionalnih vojnika 58.308 dinara, civilna lica su dobila prosečno 49.725 dinara(…) Kao što je i moj kolega Stefanović rekao, dnevnice su 1800 dinara. Obezbeđene su za sve pripadnike vojske i policije koji se nalaze na granici i koji se nalaze u kopnenoj zoni bezbednosti.”",half true,sr,Коначан одговор: Углавном истина,true,False,False
„Mi smo odgovorni i nema razloga da se mi brinemo za viznu liberalizaciju.“,false,sr,Коначан одговор: Полуистина,true,False,False
"Тедрос Гебреисус, нынешний руководитель ВОЗ, никогда не был практикующим врачом",half true,ru,Окончательный ответ: В основном правда.,true,False,False
"Разрешили ставить психиатрические диагнозы на основе РАЗМЫТЫХ критериев. А слова «в соответствии с клиническими проявлениями, лабораторными данными, объективными сведениями» УБРАЛИ. (То есть, по сути, под диагноз психически больного теперь может попасть ЛЮБОЙ человек. И есть возможность использовать психиатрию в карательных целях).",half true,ru,Окончательный ответ: В основном ложь.,mostly false,False,False
"“Kao što vidite mi ni dinara nismo potrošili na kampanju, nemamo skupove, ne učestvujemo dok se izbori ne raspišu. Nemamo spotove. Koji god portal od svih vaših portala da otvorite iskakaće vam neki drugi kandidati”.",false,sr,Коначан одговор: Полуистина,true,False,False
Miasto wspomaga (…) [schronisko Na Paluchu – przyp. red.] kwotą ok. 9 milionów złotych.,true,pl,Ostateczna odpowiedź: Prawda,true,True,False
„Podignute su penzije i plate u javnom sektoru“.,half true,sr,Коначан одговор: Углавном истина,true,False,False
"Warto pamiętać, że już teraz 40 tysięcy osób rocznie umiera przedwcześnie z powodu zanieczyszczenia.",true,pl,Ostateczna odpowiedź: Prawda,true,True,False
"Za Hitlera był zakaz aborcji, za Stalina był zakaz aborcji.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda.,true,False,False
"„Dinar je među najstabilnijim valutama, ne samo u regionu, nego i u Evropi.“",mostly false,sr,Коначан одговор: Полуистина,true,False,False
"„Ljudi u Srbiji treba da znaju da nikada ništa ovako povoljno nismo dobili, ni od koga, od svih naših silnih prijatelja nikada nismo dobili nijedan zajam koji bi bio ovako dobar i po ovako povoljnim uslovima.“",false,sr,Коначан одговор: Полуистина,true,False,False
„Nema mesta zabrinutosti zbog kursa.“,false,sr,Коначан одговор: Углавном истина,true,False,False
Появился еще один вид коронавируса,half true,ru,Окончательный ответ: В основном правда.,true,False,False
"„Po evidenciji Nacionalne službe za zapošljavanje u Beogradu je u septembru mesecu ove godine bilo manje od 100 000 nezaposlenih, što je svojevrstan rekord u poslednjih nekoliko godina i 8 odsto bolji rezultat nego prošle godine.“",half true,sr,Коначан одговор: Углавном истина,true,False,False
„Srbija je rastom izvoza u prošloj godini nadoknadila gubitak iz 2009. godine.“,mostly true,sr,Коначан одговор: Углавном истина,true,False,False
"„Obavio sam razgovore sa svim koalicionim partnerima i mogu reći da se ne radi o personalnim, već o suštinskim promenama u Vladi.“",mostly false,sr,Коначан одговор: Полуистина,true,False,False
„Kreditni rejting je snižen zahvaljujući lošem radu u javnim finansijama prethodne Vlade.“,half true,sr,Коначан одговор: Углавном истина,true,False,False
„Tužilaštvo je zadovoljno postignutim sporazumom (sa Svetlanom Ražnatović) i smatramo to velikom pobedom tužilaštva.“,mostly false,sr,Коначан одговор: Углавном истина,true,False,False
"„Mi smo u protekle dve godine vrednim radom uspeli da stabilizujemo našu državu i odbranimo je od bankrota. Sada imamo dolazak velikog broja stranih investicija koji su otvorili više od 120 hiljada radnih mesta, novih radnih mesta, naravno.“",false,sr,Коначан одговор: Углавном истина,true,False,False
“Negde u periodu između 2007. i 2011. godine tu je postojao veliki zastoj u istrazi i nisu se baš naši državni organi tada ozbiljno bavili tim slučajem.”,half true,sr,Коначан одговор: Углавном истина,true,False,False
В Швеции закончился мусор,false,ru,Окончательный ответ: Ложь.,false,True,False
"Доля затрат на продовольствие в Казахстане составляет почти половину бюджета почти у 50% граждан, что намного хуже, чем в соседней России, не говоря уже о развитых странах, где расходы на питание составляют всего 10–12%",true,ru,Окончательный ответ: В основном правда,true,True,False
"“Uveden je rad i u gradska javna komunalna preduzeća, koja su 2013. poslovala sa gubitkom od dve milijarde dinara, da bi danas pravila profit od dve milijarde dinara. To je važno jer 85 odsto tog profita ide u budžet Grada Beograda iz koga se finansiraju infrastrukturni projekti, izgradnja škola, vrtića i igrališta.”",true,sr,Коначан одговор: Углавном истина,true,True,False
США скупили 90% запаса препарата «Ремдесивир»,true,ru,Окончательный ответ: В основном правда.,true,True,False
"W Krajowym Rejestrze Długów jest 366 tys. polskich emerytek i emerytów. Są zadłużeni na kwotę 5,7 mld zł.",half true,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
„Srbija ne kasni sa vakcinacijom i nalazi se među prve tri zemlje izvan Evropske unije koje će početi sa vakcinacijom početkom decembra.“,false,sr,Коначан одговор: Полуистина,true,False,False
"“Održavanje vanrednih parlamentarnih izbora ne bi poskupelo parlamentarni izborni ciklus, jer je to samo još jedan odštampani listić koji treba zaokružiti.”",half true,sr,Коначан одговор: Полуистина,true,False,False
"Konrad Piasecki: [Marszałek Stanisław Tyszka] w swoim radykalizmie jest również antypisowski. Adam Szłapka: [Stanisław Tyszka] jako najbliższy doradca Jarosława Gowina i członek zarządu partii Polska Razem Jarosława Gowina, nie jestem przekonany.",half true,pl,Ostateczna odpowiedź: W połowie prawda,true,False,False
Феминитивы необходимы языку и обществу,true,ru,Окончательный ответ: В основном правда.,true,True,False
"Na Wawelu przemawiał tylko G.Bush — Boguslaw Sonik (@SonikBoguslaw) July 5, 2017",false,pl,Ostateczna odpowiedź: Fałsz.,,False,True
"“Nikada nisam lagao naš narod u Srbiji i da kažem bićemo sigurno do 2020. deo Evropske unije. Ja sam rekao da ćemo mi da ispunimo ono što je do nas, ono što mi možemo i što moramo da uradimo do 2019, a onda je na Austriji, Nemačkoj, Francuskoj i drugim evropskim zemljama da donesu odluku da li žele da nas prime u EU ili ne.”",mostly true,sr,Коначан одговор: Углавном истина,true,False,False
"„Broj penzionera u Srbiji će u narednim godinama rasti, a broj novih radnih mesta neće pratiti tako brz porast broja penzionera.“",true,sr,Коначан одговор: Углавном истина,true,True,False
"„Najveći priliv investicija u Srbiji bio je dok je DSS predvodio Vladu, a građani su to mogli i te kako dobro da osete, jer je prosečna plata tada za sto evra bila veća nego što je danas.“",half true,sr,Коначан одговор: Полуистина,true,False,False
"„Za isplatu penzija ranije je išlo 51,1 odsto iz PIO Fonda, dok je to sada 62,2 odsto, a svega 37,8 odsto iz budžeta“.",half true,sr,Коначан одговор: Углавном истина,true,False,False
„Intervencije NBS na deviznom tržištu su vrlo skromne u odnosu na protekle godine.“,true,sr,Коначан одговор: Углавном истина,true,True,False
„Plate zdravstvenih radnika su u rangu pomoćnih radnika u javnim preduzećima.“,true,sr,Коначан одговор: Углавном лаж.,mostly false,False,False
"Jest wiele krajów, które mają w Jad Waszem swoje drzewko. Polska nie ma tego drzewka (…), a takie wyróżnienie spotkało Danię.",false,pl,Ostateczna odpowiedź: Przeważnie prawda,true,False,False
"Ремдесивир используется как профилактика для медработников, лечащих пациентов с COVID-19",false,ru,Окончательный ответ: Ложь.,false,True,False
„Poslanici imaju zamrznute plate poslednjih šest godina.“,true,sr,Коначан одговор: Углавном лаж.,mostly false,False,False
"„Prvi put posle šest godina, posle 2006. godine, budžet je ponovo usvojen u oktobru.“",true,sr,Коначан одговор: Углавном истина,true,True,False
Polski rząd jako pierwszy w Europie zamknął granice,false,pl,Ostateczna odpowiedź: Przeważnie prawda.,true,False,False
"„Evropska komisija je napisala pozitivan izveštaj o Srbiji, sa reformskim idejama i menijem za sledeću godinu.",mostly false,sr,Коначан одговор: Углавном истина,true,False,False
Polacy płacą za gaz więcej niż ktokolwiek w tej części świata.,false,pl,Ostateczna odpowiedź: Przeważnie prawda.,true,False,False
