claim,label,language,output,final_answer,correct,inconclusive
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਸਾਬਕਾ ਭਾਰਤੀ ਕ੍ਰਿਕਟਰ ਕਪਿਲ ਦੇਵ ਨੂੰ ਲੈ ਕੇ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਸਾਬਕਾ ਭਾਰਤੀ ਕ੍ਰਿਕਟਰ ਦਾ ਦਿਹਾਂਤ ਹੋ ਗਿਆ ਹੈ।,half true,pa,ਅੰਤਿਮ ਜਵਾਬ: ਝੂਠ,,False,True
প্রধানমন্ত্রী নরেন্দ্র মোদি শিল্পপতি 'আদানির স্ত্রী' কে নতমস্তক প্রণামকরছেন।,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
रतन टाटांनी 18 वर्षीय तरुणाच्या जेनेरिक फार्मसी स्टार्ट-अपमध्ये 50 टक्के भागीदारी खरेदी केली.,false,mr,अंतिम उत्तर: असत्य,,False,True
ભારતીય સેનાએ ગલવાન નદી પરનો પુલ બનાવી લીધો જેને ચીન રોકવા માંગતું હતું,half true,gu,અંતિમ જવાબ: «મોટાભાગનું સત્ય»,,False,True
"ছবিতে দেখা যাচ্ছে, রাশিয়ার রাষ্ট্রপতি ভ্লাদিমির পুতিন তার কার্যালয়ে ভারতের ডাঃ ভীমরাও আম্বেদকরের এক প্রতিকৃতি লাগিয়েছেন",false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
1000 કામ સાઇડ મા મૂકી ને આ ઓડિયો ક્લિપ ને તમારા માટે અને તમારા પરિવાર ની ભલાઈ માટે સાંભળો,false,gu,અંતિમ જવાબ: ખોટું,,False,True
এই ভিডিওতে পশ্চিমবঙ্গ পুলিশকে বিক্ষোভকারীদের উপর বোমা মারতে দেখা যায়,half true,bn,"এই বক্তব্যটি যাচাই করার জন্য নির্ভরযোগ্য সূত্র থেকে তথ্য সংগ্রহ করা প্রয়োজন। যদি ভিডিওটি সত্যিই পশ্চিমবঙ্গ পুলিশের বিক্ষোভকারীদের উপর বোমা মারার ঘটনা প্রদর্শন করে এবং এটি প্রমাণিত হয়, তাহলে বক্তব্যটি «সত্য» হবে। অন্যদিকে, যদি ভিডিওটি মিথ্যা বা বিভ্রান্তিকর হয়, তাহলে বক্তব্যটি «মিথ্যা» হবে। 

তথ্য যাচাই না করে চূড়ান্ত উত্তর দেওয়া সম্ভব নয়। তবে, যদি আমরা ধরে নিই যে ভিডিওটি সত্য এবং প্রমাণিত, তাহলে:

চূড়ান্ত উত্তর: সত্য",,False,True
টাটা মোটরসের আনা ইভিশন নামের বৈদ্যুতিক গাড়িটি এক বার চার্জ দিলে ১০০০ কিমি অবধি যেতে পারে ও এর ব্যাটারিতে ১০ বছরের ওয়ারেন্টি আছে,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
આ વીડિયોમાં એવું સ્પષ્ટ પણે દેખાઈ આવે છે….કે અમેરિકાના રાષ્ટ્રપતિ ડોનાલ્ડ ટ્રમ્પના પત્ની અમેરિકાના પૂર્વ રાષ્ટ્રપતિ ઓબામાને ગિફ્ટ આપે છે…જે ગિફ્ટ ઓબામા સ્વીકારવા ખાતર સ્વીકારી લે છે….અને પછી થોડાક આગળ જઈને એ ગિફ્ટને તેઓ ફેંકી દે છે….અને ત્યાંથી ચાલ્યા જાય છે,half true,gu,"અંતિમ જવાબ: ખોટું

આ નિવેદન ખોટું છે. 2017માં, ડોનાલ્ડ ટ્રમ્પના રાષ્ટ્રપતિ પદના શપથવિધિ દરમિયાન, મેલાનિયા ટ્રમ્પે મિશેલ ઓબામાને એક ગિફ્ટ આપી હતી. મિશેલ ઓબામાએ તે ગિફ્ટ સ્વીકારી હતી અને પછી તે ગિફ્ટને ફેંકી ન હતી. આ ઘટનાની વિડિઓઝમાં એવું કંઈ પણ દેખાતું નથી કે મિશેલ ઓબામાએ ગિફ્ટને ફેંકી દીધી હોય.",,False,True
"ਸੁਖਬੀਰ ਬਾਦਲ ਵਲੋਂ ਰਾਮ ਰਹੀਮ ਨੂੰ ਪੁਸ਼ਾਕ ਭੇਟ ਕਰਨਾ ਪੰਜਾਬ ਦੇ ਭਲੇ ਲਈ ਚੁਕਿਆ ਗਿਆ ਇੱਕ ਕਦਮ ਸੀ : ਪ੍ਰੇਮ ਸਿੰਘ ਚੰਦੂਮਾਜਰਾ , ਸਾਬਕਾ ਸੰਸਦ ਮੈਂਬਰ",false,pa,ਅੰਤਿਮ ਜਵਾਬ: ਅੱਧਾ ਸੱਚ,,False,True
ફ્રાન્સના પ્રખ્યાત ફૂટબોલર પોલ પોગ્બા ઇસ્લામ અંગે ફ્રેન્ચ રાષ્ટ્રપતિના નિવેદનના વિરોધમાં ફૂટબોલ રમતથી નિવૃત્ત થયા છે.,false,gu,અંતિમ જવાબ: ખોટું,,False,True
ভাইরাল ছবিটি দিল্লি পুলিশের সাম্প্রতিককালের,half true,bn,চূড়ান্ত উত্তর: অর্ধসত্য,,False,True
जो मुसलमान को गद्दार कहता है वह जरा देख ले भक्तों का बाप का नाम लिखा हुआ है,false,gu,અંતિમ જવાબ: ખોટું,,False,True
২০১৮ সালে তোলা এই ছবিতে ভারতবর্ষে বাণিজ্য করার উদ্দেশ্যে আগমন করা ইস্ট ইন্ডিয়া কোম্পানির জাহাজকে দেখতে পাওয়া যায়,mostly false,bn,"চূড়ান্ত উত্তর: মিথ্যা

২০১৮ সালে তোলা কোনো ছবিতে ইস্ট ইন্ডিয়া কোম্পানির জাহাজ দেখা সম্ভব নয়, কারণ ইস্ট ইন্ডিয়া কোম্পানি ১৮৫৮ সালে বিলুপ্ত হয়েছিল। অতএব, এই বক্তব্যটি সম্পূর্ণ মিথ্যা।",,False,True
झारखंड में नफ़ीस नाम के एक लड़के ने अपनी हिंदू प्रेमिका पर कैंची से ताबड़तोड़ वार किए.,half true,hi,"इस कथन की सत्यता की पुष्टि करने के लिए हमें विश्वसनीय स्रोतों से जानकारी की आवश्यकता होगी। बिना विश्वसनीय स्रोतों के, इस कथन की सत्यता का निर्धारण करना मुश्किल है। इसलिए, इस समय मैं इस कथन की सत्यता का निर्धारण नहीं कर सकता।

अंतिम उत्तर: आधा सत्य",,False,True
"जलते ट्रक की ये तस्वीर 11 अगस्त को बेंगलुरु में हुए दंगे की है, जब भीड़ ने आगजनी की",half true,hi,"इस कथन की सत्यता की पुष्टि करने के लिए हमें यह जांचना होगा कि क्या 11 अगस्त को बेंगलुरु में दंगे हुए थे और क्या उस दौरान भीड़ ने ट्रक को आग लगाई थी। 

11 अगस्त 2020 को बेंगलुरु में दंगे हुए थे, जिसमें भीड़ ने कई वाहनों को आग लगा दी थी। इस घटना में कई पुलिस थानों और वाहनों को नुकसान पहुंचा था। 

इसलिए, यह कथन सही प्रतीत होता है।

अंतिम उत्तर: सत्य",,False,True
ছবিতে দেখা যাচ্ছে সিপিআই-এম নেতা সীতারাম ইয়েচুরি ও বৃন্দা কারাট চীনকে সমর্থন করে গলায় প্ল্যাকার্ড ঝুলিয়েছেন,false,bn,"এই ধরনের বক্তব্যের সত্যতা যাচাই করার জন্য নির্ভরযোগ্য সূত্র থেকে তথ্য সংগ্রহ করা প্রয়োজন। যদি কোনো নির্ভরযোগ্য সূত্র থেকে প্রমাণ পাওয়া যায় যে সীতারাম ইয়েচুরি ও বৃন্দা কারাট চীনকে সমর্থন করে গলায় প্ল্যাকার্ড ঝুলিয়েছেন, তাহলে তা সত্য হতে পারে। কিন্তু যদি এমন কোনো প্রমাণ না পাওয়া যায়, তাহলে এই বক্তব্যটি মিথ্যা।

আমার কাছে বর্তমানে নির্ভরযোগ্য সূত্র থেকে প্রমাণ নেই যা এই বক্তব্যের সত্যতা নিশ্চিত করতে পারে। তাই, এই মুহূর্তে এই বক্তব্যটি যাচাই করা সম্ভব নয়।

চূড়ান্ত উত্তর: মিথ্যা",,False,True
মুসলিমদের দলবেঁধে নামাজ পড়ার ছবিটি ভারতের,half true,bn,চূড়ান্ত উত্তর: অর্ধসত্য,,False,True
लिफ्टमध्ये महिलेला मारहाणीचा व्हिडिओ दिल्ली मेट्रोचा,half true,mr,अंतिम उत्तर: असत्य,,False,True
জর্জ ফ্লয়েডের মৃত্যুর প্রতিবাদে মার্কিন যুক্তরাষ্ট্রের বিক্ষোভকারীরা হোয়াইট হাউসে ঢুকে পড়ে,half true,bn,"জর্জ ফ্লয়েডের মৃত্যুর পর মার্কিন যুক্তরাষ্ট্রে ব্যাপক বিক্ষোভ হয়েছিল, তবে বিক্ষোভকারীরা হোয়াইট হাউসে ঢুকে পড়েনি। বিক্ষোভকারীরা হোয়াইট হাউসের আশেপাশে জড়ো হয়েছিল এবং সেখানে সংঘর্ষের ঘটনাও ঘটেছিল, কিন্তু তারা হোয়াইট হাউসে প্রবেশ করেনি।

চূড়ান্ত উত্তর: মিথ্যা",,False,True
ছবিটি বারাণসীতে কানহাইয়া কুমারের একটি জনসভার।,false,bn,চূড়ান্ত উত্তর: «সত্য»,,False,True
"ভিডিওটি শাহীনবাগের, মহিলাদের অবস্থান বিক্ষোভের।",mostly false,bn,চূড়ান্ত উত্তর: সত্য,,False,True
तस्वीर में दिख रहे इटली के डॉक्टर दंपति ने कोरोना मरीजों के इलाज करते हुए अपनी जान दे दी.,mostly false,hi,"इस कथन की सत्यता की पुष्टि करने के लिए हमें विश्वसनीय स्रोतों से जानकारी की आवश्यकता है। हालांकि, उपलब्ध जानकारी के आधार पर, यह कथन सोशल मीडिया पर वायरल हुआ था, लेकिन इसकी सत्यता पर सवाल उठाए गए थे। कई फैक्ट-चेकिंग वेबसाइट्स ने इस दावे को गलत बताया है।

अंतिम उत्तर: असत्य",,False,True
दिल्ली की एक खस्ताहाल सड़क का वीडियो जिसमें दो महिलाओं को गटर में गिरते हुए देखा जा सकता है.,mostly false,hi,"इस कथन की सत्यता का निर्धारण करने के लिए हमें इस घटना के बारे में विश्वसनीय स्रोतों से जानकारी प्राप्त करनी होगी। यदि यह घटना वास्तव में हुई है और इसके प्रमाण मौजूद हैं, तो यह कथन सत्य हो सकता है। लेकिन यदि इस घटना के बारे में कोई विश्वसनीय जानकारी या प्रमाण नहीं है, तो यह कथन असत्य हो सकता है।

चूंकि मेरे पास इस समय इस घटना की सत्यता की पुष्टि करने के लिए कोई विशिष्ट जानकारी या स्रोत नहीं है, इसलिए मैं इस कथन की सत्यता का निर्धारण नहीं कर सकता।

अंतिम उत्तर: आधा सत्य",,False,True
साध्वी प्रज्ञा को कोर्ट ने आतंकवाद के आरोपों से बरी कर दिया है,mostly false,hi,"साध्वी प्रज्ञा सिंह ठाकुर को 2008 मालेगांव बम विस्फोट मामले में आतंकवाद के आरोपों का सामना करना पड़ा था। हालांकि, उन्हें कुछ आरोपों से बरी कर दिया गया था, लेकिन उन पर अभी भी अन्य आरोपों के तहत मुकदमा चल रहा है। इसलिए यह कहना कि उन्हें सभी आतंकवाद के आरोपों से बरी कर दिया गया है, सही नहीं होगा।

अंतिम उत्तर: «असत्य»",,False,True
सुषमा स्वराज ने कहा कि बालाकोट एयरस्ट्राइक में एक भी आदमी नहीं मरा,mostly false,hi,"सुषमा स्वराज ने 2019 में एक बयान दिया था जिसमें उन्होंने कहा था कि बालाकोट एयरस्ट्राइक में कोई नागरिक हताहत नहीं हुआ था। उन्होंने यह नहीं कहा था कि एक भी आदमी नहीं मरा। उनका बयान इस बात पर केंद्रित था कि एयरस्ट्राइक का उद्देश्य आतंकवादी ठिकानों को निशाना बनाना था और इसमें कोई नागरिक हताहत नहीं हुआ।

अंतिम उत्तर: असत्य",,False,True
"ছবিতে দেখা যাচ্ছে, দিল্লি দাঙ্গার মাষ্টারমাইন্ড কপিল মিশ্রার বোন মোল্লা শাহজাদ আলীর নামক একজনকে প্রেম করে বিয়ে করলেন",mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
জাপানী নিউরোলজিস্টের তৈরি করা এই ছবি মানসিক চাপের বিষয়ে জানতে সহায়তা করে,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
ভিডিওতে এক অক্টোপাসকে সমুদ্রের ধার দিয়ে হাঁটতে দেখা যাচ্ছে,mostly false,bn,"অক্টোপাস সাধারণত সমুদ্রের তলদেশে চলাচল করে, কিন্তু কিছু প্রজাতি সমুদ্রের ধার দিয়ে হাঁটতে পারে। তাই, এই বক্তব্যটি সম্পূর্ণ মিথ্যা নয়, তবে সব অক্টোপাসের ক্ষেত্রে প্রযোজ্য নয়।

চূড়ান্ত উত্তর: অধিকাংশ সত্য",,False,True
जर्मनी की एक तस्वीर जहां विदेशी बच्चे गुरुकुल में सनातन सभ्यता अपना रहे हैं.,half true,hi,"इस कथन की सत्यता का निर्धारण करने के लिए हमें यह जानना होगा कि क्या वास्तव में जर्मनी में कोई ऐसी तस्वीर है जिसमें विदेशी बच्चे गुरुकुल में सनातन सभ्यता अपना रहे हैं। 

1. जर्मनी में गुरुकुल की उपस्थिति: जर्मनी में भारतीय संस्कृति और योग, आयुर्वेद आदि के प्रति रुचि है, लेकिन पारंपरिक भारतीय गुरुकुल की उपस्थिति संदिग्ध है।
2. विदेशी बच्चों का गुरुकुल में होना: यह संभव है कि कुछ विदेशी बच्चे भारतीय संस्कृति और शिक्षा प्रणाली में रुचि रखते हों और इसे अपनाने का प्रयास कर रहे हों, लेकिन यह व्यापक रूप से प्रचलित नहीं है।

इसलिए, बिना किसी ठोस प्रमाण के यह कहना कि जर्मनी में विदेशी बच्चे गुरुकुल में सनातन सभ्यता अपना रहे हैं, सही नहीं होगा।

अंतिम उत्तर: «असत्य»",,False,True
এই ছবিটি বাবরি মসজিদের,mostly false,bn,"এই প্রশ্নের সঠিক উত্তর নির্ভর করে প্রদত্ত ছবিটির প্রকৃতির উপর। যদি ছবিটি সত্যিই বাবরি মসজিদের হয়, তাহলে উত্তর হবে «সত্য»। যদি ছবিটি আংশিকভাবে বাবরি মসজিদের সাথে সম্পর্কিত হয়, তাহলে উত্তর হবে «অধিকাংশ সত্য» বা «অর্ধসত্য»। যদি ছবিটি বাবরি মসজিদের সাথে সামান্য সম্পর্কিত হয়, তাহলে উত্তর হবে «অধিকাংশ মিথ্যা»। আর যদি ছবিটি বাবরি মসজিদের সাথে একেবারেই সম্পর্কিত না হয়, তাহলে উত্তর হবে «মিথ্যা»।

চূড়ান্ত উত্তর: «সত্য», «অধিকাংশ সত্য», «অর্ধসত্য», «অধিকাংশ মিথ্যা» বা «মিথ্যা» নির্ধারণ করতে হলে ছবিটি সঠিকভাবে যাচাই করতে হবে।",,False,True
পরিবেশ দূষণ কম হওয়ার কারণে স্যাটেলাইটের মাধ্যমে দেখতে পাওয়া যাচ্ছে রাম সেতু,mostly false,bn,চূড়ান্ত উত্তর: মিথ্যা,,False,True
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ( ਡੇਮੋਕ੍ਰੇਟਿਕ) ਦੇ ਪ੍ਰਧਾਨ ਤੇ ਰਾਜ ਸਭਾ ਮੈਂਬਰ ਸੁਖਦੇਵ ਸਿੰਘ ਢੀਂਡਸਾ ਨੇ ਬਿਆਨ ਦਿੰਦਿਆਂ ਕਿਹਾ ਹੈ ਕਿ ਸੁਖਬੀਰ ਬਾਦਲ ਵਲੋਂ ਰਾਮ ਰਹੀਮ ਨੂੰ ਭੇਂਟ ਕੀਤੀ ਗਈ ਪੁਸ਼ਾਕ ਪ੍ਰੇਮ ਸਿੰਘ ਚੰਦੂਮਾਜਰਾ ਨੇ ਡੇਰੇ ਤਕ ਪਹੁੰਚਾਈ ਸੀ।,false,pa,"ਮੈਨੂੰ ਇਸ ਬਿਆਨ ਦੀ ਪੁਸ਼ਟੀ ਕਰਨ ਲਈ ਕੋਈ ਸਪੱਸ਼ਟ ਸਬੂਤ ਜਾਂ ਮਾਹਰ ਰਾਏ ਨਹੀਂ ਮਿਲੀ ਹੈ। ਇਸ ਲਈ, ਮੈਂ ਇਸ ਬਿਆਨ ਦੀ ਸੱਚਾਈ ਬਾਰੇ ਨਿਰਣਾਇਕ ਤੌਰ 'ਤੇ ਕੁਝ ਨਹੀਂ ਕਹਿ ਸਕਦਾ। 

ਅੰਤਿਮ ਜਵਾਬ: ਅਣਜਾਣ",,False,True
दिल्ली के शाहदरा मोड़ के पास गैस का टैंकर लीक होने से भयंकर आग लगी.,mostly false,hi,"इस कथन की सत्यता की पुष्टि करने के लिए मुझे विश्वसनीय स्रोतों से जानकारी की आवश्यकता होगी। हालांकि, मेरे पास वर्तमान घटनाओं की वास्तविक समय की जानकारी नहीं है। इसलिए, मैं इस कथन की सत्यता की पुष्टि नहीं कर सकता।

अंतिम उत्तर: आधा सत्य",,False,True
मुख्यमंत्री उद्धव ठाकरे रिपब्लिक न्यूज चॅनल पाहत असल्याचा फोटो,half true,mr,अंतिम उत्तर: अर्धसत्य,,False,True
केजरीवाल को थप्पड़ मारने वाले हमलावर की तस्वीर दिखाने का दावा,false,hi,अंतिम उत्तर: आधा सत्य,,False,True
